Player ID,Name,Jersey Number,Captain Count,Played Count,Green Card Count,Yellow Card Count,Red Card Count,Starter Count,Top Raider Count,Top Defender Count,Total Points,Team ID,Team Name,Total Matches in Season,season,team_name
4948,Deepak,66,0,4,0,0,0,0,0,0,0,2,Dabang Delhi K.C.,24,8,Dabang Delhi K.C.
3965,MANJEET,18,0,5,0,0,0,1,0,0,11,2,Dabang Delhi K.C.,24,8,Dabang Delhi K.C.
4021,Vikash D,33,0,4,0,0,0,4,0,0,2,2,Dabang Delhi K.C.,24,8,Dabang Delhi K.C.
3179,Emad Sedaghatnia,47,0,0,0,0,0,0,0,0,0,2,Dabang Delhi K.C.,24,8,Dabang Delhi K.C.
3222,Balram,12,0,2,0,0,0,0,0,0,2,2,Dabang Delhi K.C.,24,8,Dabang Delhi K.C.
26,Ajay Thakur,7,0,5,1,0,0,3,0,0,5,2,Dabang Delhi K.C.,24,8,Dabang Delhi K.C.
3235,Sushant Sail,11,0,3,0,0,0,0,0,0,2,2,Dabang Delhi K.C.,24,8,Dabang Delhi K.C.
4950,Vinay Kumar,88,0,1,0,0,0,0,0,0,0,2,Dabang Delhi K.C.,24,8,Dabang Delhi K.C.
3223,Mohit Bhainswal,2,0,0,0,0,0,0,0,0,0,2,Dabang Delhi K.C.,24,8,Dabang Delhi K.C.
3224,Sumit Bhainswal,3,0,0,0,0,0,0,0,0,0,2,Dabang Delhi K.C.,24,8,Dabang Delhi K.C.
197,Pardeep Narwal,9,0,24,1,0,0,23,4,0,188,30,U.P. Yoddha,24,8,UP Yoddhas
3239,Ashu Singh,44,0,23,6,0,0,23,0,3,53,30,U.P. Yoddha,24,8,UP Yoddhas
2041,Gurdeep,25,0,19,0,0,0,7,0,0,17,30,U.P. Yoddha,24,8,UP Yoddhas
106,Shrikant Jadhav,22,0,23,2,0,0,16,1,0,100,30,U.P. Yoddha,24,8,UP Yoddhas
