season,match_id,match_name,league_stage,year,venue,winning_margin,team_score_1,team_score_2,team_name_1,team_id_1,team_name_2,team_id_2,total_points_match,winner,loser,max_score
9,2949,Match 58,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",9,31,40,U.P. Yoddhas,30,Puneri Paltan,7,71,Puneri Paltan,U.P. Yoddhas,40
9,2950,Match 59,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",5,40,45,Gujarat Giants,31,Bengal Warriors,4,85,Bengal Warriors,Gujarat Giants,45
9,2951,Match 60,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",8,39,31,Tamil Thalaivas,29,Telugu Titans,8,70,Tamil Thalaivas,Telugu Titans,39
9,2952,Match 61,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",0,36,36,Haryana Steelers,28,U.P. Yoddhas,30,72,tied,tied,36
9,2953,Match 62,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2,44,46,Bengaluru Bulls,1,Gujarat Giants,31,90,Gujarat Giants,Bengaluru Bulls,46
9,2954,Match 63,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",1,34,35,Puneri Paltan,7,Tamil Thalaivas,29,69,Tamil Thalaivas,Puneri Paltan,35
9,2955,Match 64,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",3,39,42,U Mumba,5,Jaipur Pink Panthers,3,81,Jaipur Pink Panthers,U Mumba,42
9,2956,Match 65,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",9,41,32,Patna Pirates,6,Haryana Steelers,28,73,Patna Pirates,Haryana Steelers,41
9,2957,Match 66,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",0,41,41,Bengal Warriors,4,U.P. Yoddhas,30,82,tied,tied,41
9,2958,Match 67,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",7,40,33,Dabang Delhi K.C.,2,Telugu Titans,8,73,Dabang Delhi K.C.,Telugu Titans,40
9,2959,Match 68,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",3,36,33,Bengaluru Bulls,1,Haryana Steelers,28,69,Bengaluru Bulls,Haryana Steelers,36
9,2960,Match 69,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",1,34,35,Tamil Thalaivas,29,Puneri Paltan,7,69,Puneri Paltan,Tamil Thalaivas,35
9,2961,Match 70,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",6,40,34,U.P. Yoddhas,30,Haryana Steelers,28,74,U.P. Yoddhas,Haryana Steelers,40
9,2962,Match 71,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",1,34,33,U Mumba,5,Puneri Paltan,7,67,U Mumba,Puneri Paltan,34
9,2963,Match 72,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",7,37,30,Patna Pirates,6,Jaipur Pink Panthers,3,67,Patna Pirates,Jaipur Pink Panthers,37
9,2964,Match 73,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",19,46,27,Bengal Warriors,4,Gujarat Giants,31,73,Bengal Warriors,Gujarat Giants,46
9,2965,Match 74,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",11,30,41,Telugu Titans,8,U.P. Yoddhas,30,71,U.P. Yoddhas,Telugu Titans,41
9,2966,Match 75,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",25,57,32,Jaipur Pink Panthers,3,Dabang Delhi K.C.,2,89,Jaipur Pink Panthers,Dabang Delhi K.C.,57
9,2967,Match 76,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",13,36,23,U Mumba,5,Patna Pirates,6,59,U Mumba,Patna Pirates,36
9,2968,Match 77,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",6,34,40,Tamil Thalaivas,29,Bengaluru Bulls,1,74,Bengaluru Bulls,Tamil Thalaivas,40
9,2969,Match 78,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",16,27,43,Bengal Warriors,4,Puneri Paltan,7,70,Puneri Paltan,Bengal Warriors,43
9,2970,Match 79,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",1,32,33,Gujarat Giants,31,Haryana Steelers,28,65,Haryana Steelers,Gujarat Giants,33
9,2971,Match 80,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",10,32,22,Jaipur Pink Panthers,3,U Mumba,5,54,Jaipur Pink Panthers,U Mumba,32
9,2972,Match 81,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",11,38,49,Telugu Titans,8,Bengaluru Bulls,1,87,Bengaluru Bulls,Telugu Titans,49
9,2973,Match 82,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",0,33,33,Patna Pirates,6,Tamil Thalaivas,29,66,tied,tied,33
9,2974,Match 83,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",19,31,50,Dabang Delhi K.C.,2,U.P. Yoddhas,30,81,U.P. Yoddhas,Dabang Delhi K.C.,50
9,2975,Match 84,League,2022,"Gachibowli Indoor Stadium, Hyderabad",13,41,28,Puneri Paltan,7,Haryana Steelers,28,69,Puneri Paltan,Haryana Steelers,41
9,2976,Match 85,League,2022,"Gachibowli Indoor Stadium, Hyderabad",8,36,28,Bengal Warriors,4,Telugu Titans,8,64,Bengal Warriors,Telugu Titans,36
9,2977,Match 86,League,2022,"Gachibowli Indoor Stadium, Hyderabad",7,38,45,Gujarat Giants,31,Bengaluru Bulls,1,83,Bengaluru Bulls,Gujarat Giants,45
9,2978,Match 87,League,2022,"Gachibowli Indoor Stadium, Hyderabad",13,29,42,U.P. Yoddhas,30,Jaipur Pink Panthers,3,71,Jaipur Pink Panthers,U.P. Yoddhas,42
9,2979,Match 88,League,2022,"Gachibowli Indoor Stadium, Hyderabad",6,32,26,Telugu Titans,8,U Mumba,5,58,Telugu Titans,U Mumba,32
9,2980,Match 89,League,2022,"Gachibowli Indoor Stadium, Hyderabad",3,30,27,Dabang Delhi K.C.,2,Patna Pirates,6,57,Dabang Delhi K.C.,Patna Pirates,30
9,2981,Match 90,League,2022,"Gachibowli Indoor Stadium, Hyderabad",12,30,42,Haryana Steelers,28,Dabang Delhi K.C.,2,72,Dabang Delhi K.C.,Haryana Steelers,42
9,2982,Match 91,League,2022,"Gachibowli Indoor Stadium, Hyderabad",2,33,35,Bengaluru Bulls,1,Puneri Paltan,7,68,Puneri Paltan,Bengaluru Bulls,35
9,2983,Match 92,League,2022,"Gachibowli Indoor Stadium, Hyderabad",5,35,30,Tamil Thalaivas,29,Bengal Warriors,4,65,Tamil Thalaivas,Bengal Warriors,35
9,2984,Match 93,League,2022,"Gachibowli Indoor Stadium, Hyderabad",4,35,31,U.P. Yoddhas,30,Gujarat Giants,31,66,U.P. Yoddhas,Gujarat Giants,35
9,2985,Match 94,League,2022,"Gachibowli Indoor Stadium, Hyderabad",14,20,34,U Mumba,5,Tamil Thalaivas,29,54,Tamil Thalaivas,U Mumba,34
9,2986,Match 95,League,2022,"Gachibowli Indoor Stadium, Hyderabad",1,35,36,Telugu Titans,8,Patna Pirates,6,71,Patna Pirates,Telugu Titans,36
9,2987,Match 96,League,2022,"Gachibowli Indoor Stadium, Hyderabad",7,32,39,Jaipur Pink Panthers,3,Puneri Paltan,7,71,Puneri Paltan,Jaipur Pink Panthers,39
9,2988,Match 97,League,2022,"Gachibowli Indoor Stadium, Hyderabad",3,41,38,Bengal Warriors,4,Bengaluru Bulls,1,79,Bengal Warriors,Bengaluru Bulls,41
9,2989,Match 98,League,2022,"Gachibowli Indoor Stadium, Hyderabad",3,47,50,Gujarat Giants,31,Dabang Delhi K.C.,2,97,Dabang Delhi K.C.,Gujarat Giants,50
9,2990,Match 99,League,2022,"Gachibowli Indoor Stadium, Hyderabad",15,41,26,Jaipur Pink Panthers,3,Tamil Thalaivas,29,67,Jaipur Pink Panthers,Tamil Thalaivas,41
9,2991,Match 100,League,2022,"Gachibowli Indoor Stadium, Hyderabad",10,33,23,Haryana Steelers,28,Patna Pirates,6,56,Haryana Steelers,Patna Pirates,33
9,2992,Match 101,League,2022,"Gachibowli Indoor Stadium, Hyderabad",8,49,41,U Mumba,5,Bengal Warriors,4,90,U Mumba,Bengal Warriors,49
9,2993,Match 102,League,2022,"Gachibowli Indoor Stadium, Hyderabad",13,38,25,Puneri Paltan,7,Telugu Titans,8,63,Puneri Paltan,Telugu Titans,38
9,2994,Match 103,League,2022,"Gachibowli Indoor Stadium, Hyderabad",2,35,33,U.P. Yoddhas,30,Patna Pirates,6,68,U.P. Yoddhas,Patna Pirates,35
9,2995,Match 104,League,2022,"Gachibowli Indoor Stadium, Hyderabad",3,42,39,Tamil Thalaivas,29,Gujarat Giants,31,81,Tamil Thalaivas,Gujarat Giants,42
9,2996,Match 105,League,2022,"Gachibowli Indoor Stadium, Hyderabad",3,49,52,Dabang Delhi K.C.,2,Bengaluru Bulls,1,101,Bengaluru Bulls,Dabang Delhi K.C.,52
9,2997,Match 106,League,2022,"Gachibowli Indoor Stadium, Hyderabad",1,33,32,U.P. Yoddhas,30,Bengal Warriors,4,65,U.P. Yoddhas,Bengal Warriors,33
9,2998,Match 107,League,2022,"Gachibowli Indoor Stadium, Hyderabad",20,28,48,Telugu Titans,8,Jaipur Pink Panthers,3,76,Jaipur Pink Panthers,Telugu Titans,48
9,2999,Match 108,League,2022,"Gachibowli Indoor Stadium, Hyderabad",12,39,51,Puneri Paltan,7,Gujarat Giants,31,90,Gujarat Giants,Puneri Paltan,51
9,3000,Match 109,League,2022,"Gachibowli Indoor Stadium, Hyderabad",2,35,33,Haryana Steelers,28,U Mumba,5,68,Haryana Steelers,U Mumba,35
9,3001,Match 110,League,2022,"Gachibowli Indoor Stadium, Hyderabad",20,25,45,Bengaluru Bulls,1,Jaipur Pink Panthers,3,70,Jaipur Pink Panthers,Bengaluru Bulls,45
9,3002,Match 111,League,2022,"Gachibowli Indoor Stadium, Hyderabad",0,37,37,Dabang Delhi K.C.,2,Tamil Thalaivas,29,74,tied,tied,37
9,3003,Match 112,League,2022,"Gachibowli Indoor Stadium, Hyderabad",10,38,28,U.P. Yoddhas,30,U Mumba,5,66,U.P. Yoddhas,U Mumba,38
9,3004,Match 113,League,2022,"Gachibowli Indoor Stadium, Hyderabad",6,34,40,Patna Pirates,6,Gujarat Giants,31,74,Gujarat Giants,Patna Pirates,40
9,3005,Match 114,League,2022,"Gachibowli Indoor Stadium, Hyderabad",6,32,26,Haryana Steelers,28,Bengal Warriors,4,58,Haryana Steelers,Bengal Warriors,32
9,3006,Match 115,League,2022,"Gachibowli Indoor Stadium, Hyderabad",3,44,47,Dabang Delhi K.C.,2,Puneri Paltan,7,91,Puneri Paltan,Dabang Delhi K.C.,47
9,3007,Match 116,League,2022,"Gachibowli Indoor Stadium, Hyderabad",28,24,52,Telugu Titans,8,Tamil Thalaivas,29,76,Tamil Thalaivas,Telugu Titans,52
9,3008,Match 117,League,2022,"Gachibowli Indoor Stadium, Hyderabad",26,57,31,Jaipur Pink Panthers,3,Bengal Warriors,4,88,Jaipur Pink Panthers,Bengal Warriors,57
9,3009,Match 118,League,2022,"Gachibowli Indoor Stadium, Hyderabad",2,36,38,U Mumba,5,Gujarat Giants,31,74,Gujarat Giants,U Mumba,38
9,3010,Match 119,League,2022,"Gachibowli Indoor Stadium, Hyderabad",3,38,35,Bengaluru Bulls,1,U.P. Yoddhas,30,73,Bengaluru Bulls,U.P. Yoddhas,38
9,3011,Match 120,League,2022,"Gachibowli Indoor Stadium, Hyderabad",14,44,30,Puneri Paltan,7,Patna Pirates,6,74,Puneri Paltan,Patna Pirates,44
9,3012,Match 121,League,2022,"Gachibowli Indoor Stadium, Hyderabad",14,44,30,Jaipur Pink Panthers,3,Haryana Steelers,28,74,Jaipur Pink Panthers,Haryana Steelers,44
9,3013,Match 122,League,2022,"Gachibowli Indoor Stadium, Hyderabad",17,24,41,U Mumba,5,Dabang Delhi K.C.,2,65,Dabang Delhi K.C.,U Mumba,41
9,3014,Match 123,League,2022,"Gachibowli Indoor Stadium, Hyderabad",14,44,30,Gujarat Giants,31,Telugu Titans,8,74,Gujarat Giants,Telugu Titans,44
9,3015,Match 124,League,2022,"Gachibowli Indoor Stadium, Hyderabad",13,44,57,Patna Pirates,6,Bengaluru Bulls,1,101,Bengaluru Bulls,Patna Pirates,57
9,3016,Match 125,League,2022,"Gachibowli Indoor Stadium, Hyderabad",15,43,28,Tamil Thalaivas,29,U.P. Yoddhas,30,71,Tamil Thalaivas,U.P. Yoddhas,43
9,3017,Match 126,League,2022,"Gachibowli Indoor Stadium, Hyderabad",0,46,46,Bengal Warriors,4,Dabang Delhi K.C.,2,92,tied,tied,46
9,3018,Match 127,League,2022,"Gachibowli Indoor Stadium, Hyderabad",17,50,33,Haryana Steelers,28,Telugu Titans,8,83,Haryana Steelers,Telugu Titans,50
9,3019,Match 128,League,2022,"Gachibowli Indoor Stadium, Hyderabad",0,51,51,Gujarat Giants,31,Jaipur Pink Panthers,3,102,tied,tied,51
9,3020,Match 129,League,2022,"Gachibowli Indoor Stadium, Hyderabad",4,41,45,Puneri Paltan,7,U.P. Yoddhas,30,86,U.P. Yoddhas,Puneri Paltan,45
9,3021,Match 130,League,2022,"Gachibowli Indoor Stadium, Hyderabad",6,30,36,Bengaluru Bulls,1,U Mumba,5,66,U Mumba,Bengaluru Bulls,36
9,3022,Match 131,League,2022,"Gachibowli Indoor Stadium, Hyderabad",23,38,61,Tamil Thalaivas,29,Haryana Steelers,28,99,Haryana Steelers,Tamil Thalaivas,61
9,3023,Match 132,League,2022,"Gachibowli Indoor Stadium, Hyderabad",11,49,38,Patna Pirates,6,Bengal Warriors,4,87,Patna Pirates,Bengal Warriors,49
9,3024,Eliminator 1,Playoffs,2022,"Â€˜Dome, Nsci Svp Stadiumâ€™, Mumbai",32,56,24,Bengaluru Bulls,1,Dabang Delhi K.C.,2,80,Bengaluru Bulls,Dabang Delhi K.C.,56
9,3025,Eliminator 2,Playoffs,2022,"Â€˜Dome, Nsci Svp Stadiumâ€™, Mumbai",0,36,36,U.P. Yoddhas,30,Tamil Thalaivas,29,72,tied,tied,36
9,3026,Semi Final 1,Semi Final,2022,"Â€˜Dome, Nsci Svp Stadiumâ€™, Mumbai",20,49,29,Jaipur Pink Panthers,3,Bengaluru Bulls,1,78,Jaipur Pink Panthers,Bengaluru Bulls,49
9,3027,Semi Final 2,Semi Final,2022,"Â€˜Dome, Nsci Svp Stadiumâ€™, Mumbai",2,39,37,Puneri Paltan,7,Tamil Thalaivas,29,76,Puneri Paltan,Tamil Thalaivas,39
9,3028,Final,Final,2022,"Â€˜Dome, Nsci Svp Stadiumâ€™, Mumbai",4,33,29,Jaipur Pink Panthers,3,Puneri Paltan,7,62,Jaipur Pink Panthers,Puneri Paltan,33
10,3029,Match 1,League,2023,"Eka Arena By Transstadia, Ahmedabad",6,38,32,Gujarat Giants,31,Telugu Titans,8,70,Gujarat Giants,Telugu Titans,38
10,3030,Match 2,League,2023,"Eka Arena By Transstadia, Ahmedabad",3,34,31,U Mumba,5,U.P. Yoddhas,30,65,U Mumba,U.P. Yoddhas,34
10,3031,Match 3,League,2023,"Eka Arena By Transstadia, Ahmedabad",11,42,31,Tamil Thalaivas,29,Dabang Delhi K.C.,2,73,Tamil Thalaivas,Dabang Delhi K.C.,42
10,3032,Match 4,League,2023,"Eka Arena By Transstadia, Ahmedabad",3,34,31,Gujarat Giants,31,Bengaluru Bulls,1,65,Gujarat Giants,Bengaluru Bulls,34
10,3033,Match 5,League,2023,"Eka Arena By Transstadia, Ahmedabad",4,37,33,Puneri Paltan,7,Jaipur Pink Panthers,3,70,Puneri Paltan,Jaipur Pink Panthers,37
10,3034,Match 6,League,2023,"Eka Arena By Transstadia, Ahmedabad",2,30,32,Bengaluru Bulls,1,Bengal Warriors,4,62,Bengal Warriors,Bengaluru Bulls,32
10,3035,Match 7,League,2023,"Eka Arena By Transstadia, Ahmedabad",2,39,37,Gujarat Giants,31,U Mumba,5,76,Gujarat Giants,U Mumba,39
10,3036,Match 8,League,2023,"Eka Arena By Transstadia, Ahmedabad",22,28,50,Telugu Titans,8,Patna Pirates,6,78,Patna Pirates,Telugu Titans,50
10,3037,Match 9,League,2023,"Eka Arena By Transstadia, Ahmedabad",30,57,27,U.P. Yoddhas,30,Haryana Steelers,28,84,U.P. Yoddhas,Haryana Steelers,57
10,3038,Match 10,League,2023,"Eka Arena By Transstadia, Ahmedabad",0,28,28,Bengal Warriors,4,Jaipur Pink Panthers,3,56,tied,tied,28
10,3039,Match 11,League,2023,"Eka Arena By Transstadia, Ahmedabad",3,30,33,Gujarat Giants,31,Patna Pirates,6,63,Patna Pirates,Gujarat Giants,33
10,3040,Match 12,League,2023,"Shree Kanteerava Indoor Stadium, Bengaluru",7,31,38,Bengaluru Bulls,1,Dabang Delhi K.C.,2,69,Dabang Delhi K.C.,Bengaluru Bulls,38
10,3041,Match 13,League,2023,"Shree Kanteerava Indoor Stadium, Bengaluru",11,43,32,Puneri Paltan,7,U Mumba,5,75,Puneri Paltan,U Mumba,43
10,3042,Match 14,League,2023,"Shree Kanteerava Indoor Stadium, Bengaluru",6,32,38,Bengaluru Bulls,1,Haryana Steelers,28,70,Haryana Steelers,Bengaluru Bulls,38
10,3043,Match 15,League,2023,"Shree Kanteerava Indoor Stadium, Bengaluru",15,48,33,U.P. Yoddhas,30,Telugu Titans,8,81,U.P. Yoddhas,Telugu Titans,48
10,3044,Match 16,League,2023,"Shree Kanteerava Indoor Stadium, Bengaluru",10,48,38,Bengal Warriors,4,Tamil Thalaivas,29,86,Bengal Warriors,Tamil Thalaivas,48
10,3045,Match 17,League,2023,"Shree Kanteerava Indoor Stadium, Bengaluru",2,33,35,Dabang Delhi K.C.,2,Haryana Steelers,28,68,Haryana Steelers,Dabang Delhi K.C.,35
10,3046,Match 18,League,2023,"Shree Kanteerava Indoor Stadium, Bengaluru",3,35,32,Jaipur Pink Panthers,3,Gujarat Giants,31,67,Jaipur Pink Panthers,Gujarat Giants,35
10,3047,Match 19,League,2023,"Shree Kanteerava Indoor Stadium, Bengaluru",2,38,36,Bengaluru Bulls,1,U.P. Yoddhas,30,74,Bengaluru Bulls,U.P. Yoddhas,38
10,3048,Match 20,League,2023,"Shree Kanteerava Indoor Stadium, Bengaluru",18,60,42,Bengal Warriors,4,Patna Pirates,6,102,Bengal Warriors,Patna Pirates,60
10,3049,Match 21,League,2023,"Shree Kanteerava Indoor Stadium, Bengaluru",2,38,36,Tamil Thalaivas,29,Telugu Titans,8,74,Tamil Thalaivas,Telugu Titans,38
10,3050,Match 22,League,2023,"Shree Kanteerava Indoor Stadium, Bengaluru",2,32,30,Bengaluru Bulls,1,Jaipur Pink Panthers,3,62,Bengaluru Bulls,Jaipur Pink Panthers,32
10,3051,Match 23,League,2023,"Badminton Hall In Balewadi Sports Complex,Pune, Pune",2,42,40,U Mumba,5,Patna Pirates,6,82,U Mumba,Patna Pirates,42
10,3052,Match 24,League,2023,"Badminton Hall In Balewadi Sports Complex,Pune, Pune",5,39,44,Puneri Paltan,7,Haryana Steelers,28,83,Haryana Steelers,Puneri Paltan,44
10,3053,Match 25,League,2023,"Badminton Hall In Balewadi Sports Complex,Pune, Pune",30,49,19,Puneri Paltan,7,Bengal Warriors,4,68,Puneri Paltan,Bengal Warriors,49
10,3054,Match 26,League,2023,"Badminton Hall In Balewadi Sports Complex,Pune, Pune",11,40,51,Telugu Titans,8,Dabang Delhi K.C.,2,91,Dabang Delhi K.C.,Telugu Titans,51
10,3055,Match 27,League,2023,"Badminton Hall In Balewadi Sports Complex,Pune, Pune",1,28,29,Patna Pirates,6,Jaipur Pink Panthers,3,57,Jaipur Pink Panthers,Patna Pirates,29
10,3056,Match 28,League,2023,"Badminton Hall In Balewadi Sports Complex,Pune, Pune",13,46,33,U Mumba,5,Tamil Thalaivas,29,79,U Mumba,Tamil Thalaivas,46
10,3057,Match 29,League,2023,"Badminton Hall In Balewadi Sports Complex,Pune, Pune",0,37,37,Bengal Warriors,4,U.P. Yoddhas,30,74,tied,tied,37
10,3058,Match 30,League,2023,"Badminton Hall In Balewadi Sports Complex,Pune, Pune",7,30,23,Puneri Paltan,7,Dabang Delhi K.C.,2,53,Puneri Paltan,Dabang Delhi K.C.,30
10,3059,Match 31,League,2023,"Badminton Hall In Balewadi Sports Complex,Pune, Pune",2,31,29,Haryana Steelers,28,Gujarat Giants,31,60,Haryana Steelers,Gujarat Giants,31
10,3060,Match 32,League,2023,"Badminton Hall In Balewadi Sports Complex,Pune, Pune",17,41,24,Jaipur Pink Panthers,3,U.P. Yoddhas,30,65,Jaipur Pink Panthers,U.P. Yoddhas,41
10,3061,Match 33,League,2023,"Badminton Hall In Balewadi Sports Complex,Pune, Pune",25,43,18,Puneri Paltan,7,Bengaluru Bulls,1,61,Puneri Paltan,Bengaluru Bulls,43
10,3062,Match 34,League,2023,"Sdat Multi Purpose Indoor Stadium, Chennai",13,33,46,Tamil Thalaivas,29,Patna Pirates,6,79,Patna Pirates,Tamil Thalaivas,46
10,3063,Match 35,League,2023,"Sdat Multi Purpose Indoor Stadium, Chennai",1,36,37,Haryana Steelers,28,Telugu Titans,8,73,Telugu Titans,Haryana Steelers,37
10,3064,Match 36,League,2023,"Sdat Multi Purpose Indoor Stadium, Chennai",1,24,25,Tamil Thalaivas,29,Jaipur Pink Panthers,3,49,Jaipur Pink Panthers,Tamil Thalaivas,25
10,3065,Match 37,League,2023,"Sdat Multi Purpose Indoor Stadium, Chennai",8,38,30,Gujarat Giants,31,U.P. Yoddhas,30,68,Gujarat Giants,U.P. Yoddhas,38
10,3066,Match 38,League,2023,"Sdat Multi Purpose Indoor Stadium, Chennai",2,39,37,U Mumba,5,Bengal Warriors,4,76,U Mumba,Bengal Warriors,39
10,3067,Match 39,League,2023,"Sdat Multi Purpose Indoor Stadium, Chennai",2,33,31,Bengaluru Bulls,1,Telugu Titans,8,64,Bengaluru Bulls,Telugu Titans,33
10,3068,Match 40,League,2023,"Sdat Multi Purpose Indoor Stadium, Chennai",9,29,38,Bengal Warriors,4,Dabang Delhi K.C.,2,67,Dabang Delhi K.C.,Bengal Warriors,38
10,3069,Match 41,League,2023,"Sdat Multi Purpose Indoor Stadium, Chennai",13,29,42,Tamil Thalaivas,29,Haryana Steelers,28,71,Haryana Steelers,Tamil Thalaivas,42
10,3070,Match 42,League,2023,"Sdat Multi Purpose Indoor Stadium, Chennai",18,46,28,Puneri Paltan,7,Patna Pirates,6,74,Puneri Paltan,Patna Pirates,46
10,3071,Match 43,League,2023,"Sdat Multi Purpose Indoor Stadium, Chennai",0,32,32,Jaipur Pink Panthers,3,Dabang Delhi K.C.,2,64,tied,tied,32
10,3072,Match 44,League,2023,"Sdat Multi Purpose Indoor Stadium, Chennai",3,30,33,Tamil Thalaivas,29,Gujarat Giants,31,63,Gujarat Giants,Tamil Thalaivas,33
10,3073,Match 45,League,2023,"Noida Indoor Stadium, Noida",13,46,33,Patna Pirates,6,Haryana Steelers,28,79,Patna Pirates,Haryana Steelers,46
10,3074,Match 46,League,2023,"Noida Indoor Stadium, Noida",1,34,33,U.P. Yoddhas,30,Bengaluru Bulls,1,67,U.P. Yoddhas,Bengaluru Bulls,34
10,3075,Match 47,League,2023,"Noida Indoor Stadium, Noida",18,34,52,Telugu Titans,8,U Mumba,5,86,U Mumba,Telugu Titans,52
10,3076,Match 48,League,2023,"Noida Indoor Stadium, Noida",10,25,35,U.P. Yoddhas,30,Dabang Delhi K.C.,2,60,Dabang Delhi K.C.,U.P. Yoddhas,35
10,3077,Match 49,League,2023,"Noida Indoor Stadium, Noida",9,51,42,Gujarat Giants,31,Bengal Warriors,4,93,Gujarat Giants,Bengal Warriors,51
10,3078,Match 50,League,2023,"Noida Indoor Stadium, Noida",1,37,38,Tamil Thalaivas,29,Bengaluru Bulls,1,75,Bengaluru Bulls,Tamil Thalaivas,38
10,3079,Match 51,League,2023,"Noida Indoor Stadium, Noida",36,18,54,Telugu Titans,8,Puneri Paltan,7,72,Puneri Paltan,Telugu Titans,54
10,3080,Match 52,League,2023,"Noida Indoor Stadium, Noida",7,41,48,U.P. Yoddhas,30,Patna Pirates,6,89,Patna Pirates,U.P. Yoddhas,48
10,3081,Match 53,League,2023,"Noida Indoor Stadium, Noida",7,28,35,Gujarat Giants,31,Dabang Delhi K.C.,2,63,Dabang Delhi K.C.,Gujarat Giants,35
10,3082,Match 54,League,2023,"Noida Indoor Stadium, Noida",11,34,45,Haryana Steelers,28,Jaipur Pink Panthers,3,79,Jaipur Pink Panthers,Haryana Steelers,45
10,3083,Match 55,League,2023,"Noida Indoor Stadium, Noida",9,31,40,U.P. Yoddhas,30,Puneri Paltan,7,71,Puneri Paltan,U.P. Yoddhas,40
10,3084,Match 56,League,2023,"Dome By Nsci, Mumbai",1,37,38,Patna Pirates,6,Dabang Delhi K.C.,2,75,Dabang Delhi K.C.,Patna Pirates,38
10,3085,Match 57,League,2023,"Dome By Nsci, Mumbai",5,40,35,U Mumba,5,Bengaluru Bulls,1,75,U Mumba,Bengaluru Bulls,40
10,3086,Match 58,League,2023,"Dome By Nsci, Mumbai",10,31,41,U Mumba,5,Jaipur Pink Panthers,3,72,Jaipur Pink Panthers,U Mumba,41
10,3087,Match 59,League,2023,"Dome By Nsci, Mumbai",7,30,37,Telugu Titans,8,Gujarat Giants,31,67,Gujarat Giants,Telugu Titans,37
10,3088,Match 60,League,2023,"Dome By Nsci, Mumbai",3,29,26,Puneri Paltan,7,Tamil Thalaivas,29,55,Puneri Paltan,Tamil Thalaivas,29
10,3089,Match 61,League,2023,"Dome By Nsci, Mumbai",6,35,41,Bengal Warriors,4,Haryana Steelers,28,76,Haryana Steelers,Bengal Warriors,41
10,3090,Match 62,League,2023,"Dome By Nsci, Mumbai",2,35,33,Bengaluru Bulls,1,Patna Pirates,6,68,Bengaluru Bulls,Patna Pirates,35
10,3091,Match 63,League,2023,"Dome By Nsci, Mumbai",6,34,40,U Mumba,5,Dabang Delhi K.C.,2,74,Dabang Delhi K.C.,U Mumba,40
10,3092,Match 64,League,2023,"Dome By Nsci, Mumbai",20,26,46,Telugu Titans,8,Bengal Warriors,4,72,Bengal Warriors,Telugu Titans,46
10,3093,Match 65,League,2023,"Dome By Nsci, Mumbai",19,27,46,U.P. Yoddhas,30,Tamil Thalaivas,29,73,Tamil Thalaivas,U.P. Yoddhas,46
10,3094,Match 66,League,2023,"Dome By Nsci, Mumbai",0,44,44,U Mumba,5,Haryana Steelers,28,88,tied,tied,44
10,3095,Match 67,League,2023,"Sms Indoor Stadium, Jaipur",3,38,35,Jaipur Pink Panthers,3,Telugu Titans,8,73,Jaipur Pink Panthers,Telugu Titans,38
10,3096,Match 68,League,2023,"Sms Indoor Stadium, Jaipur",20,37,17,Puneri Paltan,7,Gujarat Giants,31,54,Puneri Paltan,Gujarat Giants,37
10,3097,Match 69,League,2023,"Sms Indoor Stadium, Jaipur",2,36,34,Jaipur Pink Panthers,3,Puneri Paltan,7,70,Jaipur Pink Panthers,Puneri Paltan,36
10,3098,Match 70,League,2023,"Sms Indoor Stadium, Jaipur",5,37,42,U.P. Yoddhas,30,Bengal Warriors,4,79,Bengal Warriors,U.P. Yoddhas,42
10,3099,Match 71,League,2023,"Sms Indoor Stadium, Jaipur",5,36,31,Haryana Steelers,28,Tamil Thalaivas,29,67,Haryana Steelers,Tamil Thalaivas,36
10,3100,Match 72,League,2023,"Sms Indoor Stadium, Jaipur",0,39,39,Dabang Delhi K.C.,2,Patna Pirates,6,78,tied,tied,39
