season,match_id,match_name,league_stage,year,venue,winning_margin,team_score_1,team_score_2,team_name_1,team_id_1,team_name_2,team_id_2,total_points_match,winner,loser,max_score
8,2743,Match 44,League,2021,"Sheraton Grand, Whitefield, Bengaluru",15,27,42,Bengaluru Bulls,1,U.P. Yoddhas,30,69,U.P. Yoddhas,Bengaluru Bulls,42
8,2744,Match 45,League,2021,"Sheraton Grand, Whitefield, Bengaluru",19,45,26,Tamil Thalaivas,29,Haryana Steelers,28,71,Tamil Thalaivas,Haryana Steelers,45
8,2745,Match 46,League,2021,"Sheraton Grand, Whitefield, Bengaluru",2,30,28,Jaipur Pink Panthers,3,Dabang Delhi K.C.,2,58,Jaipur Pink Panthers,Dabang Delhi K.C.,30
8,2746,Match 47,League,2021,"Sheraton Grand, Whitefield, Bengaluru",17,40,23,Patna Pirates,6,U Mumba,5,63,Patna Pirates,U Mumba,40
8,2747,Match 48,League,2021,"Sheraton Grand, Whitefield, Bengaluru",18,22,40,Telugu Titans,8,Gujarat Giants,31,62,Gujarat Giants,Telugu Titans,40
8,2748,Match 49,League,2021,"Sheraton Grand, Whitefield, Bengaluru",0,36,36,Haryana Steelers,28,U.P. Yoddhas,30,72,tied,tied,36
8,2749,Match 50,League,2021,"Sheraton Grand, Whitefield, Bengaluru",39,22,61,Dabang Delhi K.C.,2,Bengaluru Bulls,1,83,Bengaluru Bulls,Dabang Delhi K.C.,61
8,2750,Match 51,League,2021,"Sheraton Grand, Whitefield, Bengaluru",9,37,28,Bengal Warriors,4,Tamil Thalaivas,29,65,Bengal Warriors,Tamil Thalaivas,37
8,2751,Match 52,League,2021,"Sheraton Grand, Whitefield, Bengaluru",19,21,40,U Mumba,5,Puneri Paltan,7,61,Puneri Paltan,U Mumba,40
8,2752,Match 53,League,2021,"Sheraton Grand, Whitefield, Bengaluru",10,38,28,Jaipur Pink Panthers,3,Patna Pirates,6,66,Jaipur Pink Panthers,Patna Pirates,38
8,2753,Match 54,League,2021,"Sheraton Grand, Whitefield, Bengaluru",9,37,46,Gujarat Giants,31,Bengaluru Bulls,1,83,Bengaluru Bulls,Gujarat Giants,46
8,2754,Match 55,League,2021,"Sheraton Grand, Whitefield, Bengaluru",3,25,28,Haryana Steelers,28,Dabang Delhi K.C.,2,53,Dabang Delhi K.C.,Haryana Steelers,28
8,2755,Match 56,League,2021,"Sheraton Grand, Whitefield, Bengaluru",6,39,33,U.P. Yoddhas,30,Telugu Titans,8,72,U.P. Yoddhas,Telugu Titans,39
8,2756,Match 57,League,2021,"Sheraton Grand, Whitefield, Bengaluru",1,31,32,U Mumba,5,Bengal Warriors,4,63,Bengal Warriors,U Mumba,32
8,2757,Match 58,League,2021,"Sheraton Grand, Whitefield, Bengaluru",0,31,31,Tamil Thalaivas,29,Jaipur Pink Panthers,3,62,tied,tied,31
8,2758,Match 59,League,2021,"Sheraton Grand, Whitefield, Bengaluru",7,38,31,Patna Pirates,6,Bengaluru Bulls,1,69,Patna Pirates,Bengaluru Bulls,38
8,2759,Match 60,League,2021,"Sheraton Grand, Whitefield, Bengaluru",10,40,50,Puneri Paltan,7,U.P. Yoddhas,30,90,U.P. Yoddhas,Puneri Paltan,50
8,2760,Match 61,League,2021,"Sheraton Grand, Whitefield, Bengaluru",1,27,28,Telugu Titans,8,Bengal Warriors,4,55,Bengal Warriors,Telugu Titans,28
8,2761,Match 62,League,2021,"Sheraton Grand, Whitefield, Bengaluru",3,32,29,Dabang Delhi K.C.,2,Patna Pirates,6,61,Dabang Delhi K.C.,Patna Pirates,32
8,2762,Match 63,League,2021,"Sheraton Grand, Whitefield, Bengaluru",0,24,24,Gujarat Giants,31,U Mumba,5,48,tied,tied,24
8,2763,Match 64,League,2021,"Sheraton Grand, Whitefield, Bengaluru",7,37,30,Haryana Steelers,28,Puneri Paltan,7,67,Haryana Steelers,Puneri Paltan,37
8,2764,Match 65,League,2021,"Sheraton Grand, Whitefield, Bengaluru",1,34,35,Jaipur Pink Panthers,3,Telugu Titans,8,69,Telugu Titans,Jaipur Pink Panthers,35
8,2765,Match 66,League,2021,"Sheraton Grand, Whitefield, Bengaluru",2,35,37,Tamil Thalaivas,29,Gujarat Giants,31,72,Gujarat Giants,Tamil Thalaivas,37
8,2821,Match 67,League,2021,"Sheraton Grand, Whitefield, Bengaluru",1,39,40,Bengaluru Bulls,1,Bengal Warriors,4,79,Bengal Warriors,Bengaluru Bulls,40
8,2789,Match 68,League,2021,"Sheraton Grand, Whitefield, Bengaluru",3,33,36,Dabang Delhi K.C.,2,Haryana Steelers,28,69,Haryana Steelers,Dabang Delhi K.C.,36
8,2790,Match 69,League,2021,"Sheraton Grand, Whitefield, Bengaluru",4,36,40,Bengal Warriors,4,U.P. Yoddhas,30,76,U.P. Yoddhas,Bengal Warriors,40
8,2822,Match 70,League,2021,"Sheraton Grand, Whitefield, Bengaluru",2,35,37,Bengaluru Bulls,1,Puneri Paltan,7,72,Puneri Paltan,Bengaluru Bulls,37
8,2792,Match 71,League,2021,"Sheraton Grand, Whitefield, Bengaluru",7,42,35,U Mumba,5,Telugu Titans,8,77,U Mumba,Telugu Titans,42
8,2793,Match 72,League,2021,"Sheraton Grand, Whitefield, Bengaluru",0,34,34,Jaipur Pink Panthers,3,Tamil Thalaivas,29,68,tied,tied,34
8,2794,Match 73,League,2021,"Sheraton Grand, Whitefield, Bengaluru",1,35,36,U.P. Yoddhas,30,Haryana Steelers,28,71,Haryana Steelers,U.P. Yoddhas,36
8,2823,Match 74,League,2021,"Sheraton Grand, Whitefield, Bengaluru",5,31,36,Telugu Titans,8,Bengaluru Bulls,1,67,Bengaluru Bulls,Telugu Titans,36
8,2796,Match 75,League,2021,"Sheraton Grand, Whitefield, Bengaluru",19,41,22,Bengal Warriors,4,Jaipur Pink Panthers,3,63,Bengal Warriors,Jaipur Pink Panthers,41
8,2797,Match 76,League,2021,"Sheraton Grand, Whitefield, Bengaluru",17,42,25,Puneri Paltan,7,Dabang Delhi K.C.,2,67,Puneri Paltan,Dabang Delhi K.C.,42
8,2824,Match 77,League,2021,"Sheraton Grand, Whitefield, Bengaluru",0,39,39,Haryana Steelers,28,Telugu Titans,8,78,tied,tied,39
8,2825,Match 78,League,2021,"Sheraton Grand, Whitefield, Bengaluru",11,45,34,U Mumba,5,Bengaluru Bulls,1,79,U Mumba,Bengaluru Bulls,45
8,2826,Match 79,League,2021,"Sheraton Grand, Whitefield, Bengaluru",6,38,44,U.P. Yoddhas,30,Puneri Paltan,7,82,Puneri Paltan,U.P. Yoddhas,44
8,2804,Match 80,League,2021,"Sheraton Grand, Whitefield, Bengaluru",28,52,24,Patna Pirates,6,Tamil Thalaivas,29,76,Patna Pirates,Tamil Thalaivas,52
8,2827,Match 81,League,2021,"Sheraton Grand, Whitefield, Bengaluru",19,22,41,Gujarat Giants,31,Dabang Delhi K.C.,2,63,Dabang Delhi K.C.,Gujarat Giants,41
8,2829,Match 82,League,2021,"Sheraton Grand, Whitefield, Bengaluru",21,30,51,Patna Pirates,6,Jaipur Pink Panthers,3,81,Jaipur Pink Panthers,Patna Pirates,51
8,2830,Match 83,League,2021,"Sheraton Grand, Whitefield, Bengaluru",18,42,24,Tamil Thalaivas,29,Bengaluru Bulls,1,66,Tamil Thalaivas,Bengaluru Bulls,42
8,2831,Match 84,League,2021,"Sheraton Grand, Whitefield, Bengaluru",6,26,32,Haryana Steelers,28,Gujarat Giants,31,58,Gujarat Giants,Haryana Steelers,32
8,2832,Match 85,League,2021,"Sheraton Grand, Whitefield, Bengaluru",11,35,24,Dabang Delhi K.C.,2,U Mumba,5,59,Dabang Delhi K.C.,U Mumba,35
8,2833,Match 86,League,2021,"Sheraton Grand, Whitefield, Bengaluru",9,25,34,Bengal Warriors,4,Gujarat Giants,31,59,Gujarat Giants,Bengal Warriors,34
8,2834,Match 87,League,2021,"Sheraton Grand, Whitefield, Bengaluru",5,31,26,Bengaluru Bulls,1,U.P. Yoddhas,30,57,Bengaluru Bulls,U.P. Yoddhas,31
8,2835,Match 88,League,2021,"Sheraton Grand, Whitefield, Bengaluru",2,35,37,U.P. Yoddhas,30,Patna Pirates,6,72,Patna Pirates,U.P. Yoddhas,37
8,2836,Match 89,League,2021,"Sheraton Grand, Whitefield, Bengaluru",1,35,34,Puneri Paltan,7,U Mumba,5,69,Puneri Paltan,U Mumba,35
8,2837,Match 90,League,2021,"Sheraton Grand, Whitefield, Bengaluru",6,36,30,Jaipur Pink Panthers,3,Dabang Delhi K.C.,2,66,Jaipur Pink Panthers,Dabang Delhi K.C.,36
8,2838,Match 91,League,2021,"Sheraton Grand, Whitefield, Bengaluru",18,25,43,Telugu Titans,8,Tamil Thalaivas,29,68,Tamil Thalaivas,Telugu Titans,43
8,2839,Match 92,League,2021,"Sheraton Grand, Whitefield, Bengaluru",17,46,29,Haryana Steelers,28,Bengal Warriors,4,75,Haryana Steelers,Bengal Warriors,46
8,2840,Match 93,League,2021,"Sheraton Grand, Whitefield, Bengaluru",0,36,36,Dabang Delhi K.C.,2,Bengaluru Bulls,1,72,tied,tied,36
8,2841,Match 94,League,2021,"Sheraton Grand, Whitefield, Bengaluru",20,23,43,Gujarat Giants,31,Patna Pirates,6,66,Patna Pirates,Gujarat Giants,43
8,2842,Match 95,League,2021,"Sheraton Grand, Whitefield, Bengaluru",4,34,30,U Mumba,5,Tamil Thalaivas,29,64,U Mumba,Tamil Thalaivas,34
8,2843,Match 96,League,2021,"Sheraton Grand, Whitefield, Bengaluru",4,39,35,U.P. Yoddhas,30,Telugu Titans,8,74,U.P. Yoddhas,Telugu Titans,39
8,2848,Match 97,League,2021,"Sheraton Grand, Whitefield, Bengaluru",7,28,35,Jaipur Pink Panthers,3,Haryana Steelers,28,63,Haryana Steelers,Jaipur Pink Panthers,35
8,2845,Match 98,League,2021,"Sheraton Grand, Whitefield, Bengaluru",9,38,29,Patna Pirates,6,Bengal Warriors,4,67,Patna Pirates,Bengal Warriors,38
8,2846,Match 99,League,2021,"Sheraton Grand, Whitefield, Bengaluru",4,36,40,Bengaluru Bulls,1,Gujarat Giants,31,76,Gujarat Giants,Bengaluru Bulls,40
8,2850,Match 100,League,2021,"Sheraton Grand, Whitefield, Bengaluru",5,31,36,Gujarat Giants,31,Jaipur Pink Panthers,3,67,Jaipur Pink Panthers,Gujarat Giants,36
8,2851,Match 101,League,2021,"Sheraton Grand, Whitefield, Bengaluru",0,32,32,Bengal Warriors,4,Telugu Titans,8,64,tied,tied,32
8,2852,Match 102,League,2021,"Sheraton Grand, Whitefield, Bengaluru",8,29,37,Tamil Thalaivas,29,Haryana Steelers,28,66,Haryana Steelers,Tamil Thalaivas,37
8,2853,Match 103,League,2021,"Sheraton Grand, Whitefield, Bengaluru",11,34,45,U Mumba,5,Patna Pirates,6,79,Patna Pirates,U Mumba,45
8,2854,Match 104,League,2021,"Sheraton Grand, Whitefield, Bengaluru",2,39,41,Tamil Thalaivas,29,U.P. Yoddhas,30,80,U.P. Yoddhas,Tamil Thalaivas,41
8,2855,Match 105,League,2021,"Sheraton Grand, Whitefield, Bengaluru",2,32,34,Telugu Titans,8,Gujarat Giants,31,66,Gujarat Giants,Telugu Titans,34
8,2856,Match 106,League,2021,"Sheraton Grand, Whitefield, Bengaluru",0,39,39,Bengal Warriors,4,Dabang Delhi K.C.,2,78,tied,tied,39
8,2857,Match 107,League,2021,"Sheraton Grand, Whitefield, Bengaluru",17,26,43,Puneri Paltan,7,Patna Pirates,6,69,Patna Pirates,Puneri Paltan,43
8,2858,Match 108,League,2021,"Sheraton Grand, Whitefield, Bengaluru",18,27,45,Haryana Steelers,28,Puneri Paltan,7,72,Puneri Paltan,Haryana Steelers,45
8,2867,Match 109,League,2021,"Sheraton Grand, Whitefield, Bengaluru",7,34,41,Jaipur Pink Panthers,3,U.P. Yoddhas,30,75,U.P. Yoddhas,Jaipur Pink Panthers,41
8,2861,Match 110,League,2021,"Sheraton Grand, Whitefield, Bengaluru",1,31,32,Tamil Thalaivas,29,Dabang Delhi K.C.,2,63,Dabang Delhi K.C.,Tamil Thalaivas,32
8,2862,Match 111,League,2021,"Sheraton Grand, Whitefield, Bengaluru",11,36,25,U Mumba,5,Bengal Warriors,4,61,U Mumba,Bengal Warriors,36
8,2863,Match 112,League,2021,"Sheraton Grand, Whitefield, Bengaluru",20,31,51,Telugu Titans,8,Puneri Paltan,7,82,Puneri Paltan,Telugu Titans,51
8,2864,Match 113,League,2021,"Sheraton Grand, Whitefield, Bengaluru",10,34,24,Haryana Steelers,28,U Mumba,5,58,Haryana Steelers,U Mumba,34
8,2868,Match 114,League,2021,"Sheraton Grand, Whitefield, Bengaluru",8,45,37,Bengaluru Bulls,1,Jaipur Pink Panthers,3,82,Bengaluru Bulls,Jaipur Pink Panthers,45
8,2869,Match 115,League,2021,"Sheraton Grand, Whitefield, Bengaluru",7,31,38,U.P. Yoddhas,30,Gujarat Giants,31,69,Gujarat Giants,U.P. Yoddhas,38
8,2870,Match 116,League,2021,"Sheraton Grand, Whitefield, Bengaluru",8,38,30,Patna Pirates,6,Telugu Titans,8,68,Patna Pirates,Telugu Titans,38
8,2871,Match 117,League,2021,"Sheraton Grand, Whitefield, Bengaluru",16,28,44,Dabang Delhi K.C.,2,U.P. Yoddhas,30,72,U.P. Yoddhas,Dabang Delhi K.C.,44
8,2872,Match 118,League,2021,"Sheraton Grand, Whitefield, Bengaluru",0,31,31,Gujarat Giants,31,Puneri Paltan,7,62,tied,tied,31
8,2873,Match 119,League,2021,"Sheraton Grand, Whitefield, Bengaluru",17,24,41,U Mumba,5,Jaipur Pink Panthers,3,65,Jaipur Pink Panthers,U Mumba,41
8,2874,Match 120,League,2021,"Sheraton Grand, Whitefield, Bengaluru",2,36,34,Patna Pirates,6,Bengaluru Bulls,1,70,Patna Pirates,Bengaluru Bulls,36
8,2875,Match 121,League,2021,"Sheraton Grand, Whitefield, Bengaluru",12,43,31,Puneri Paltan,7,Tamil Thalaivas,29,74,Puneri Paltan,Tamil Thalaivas,43
8,2876,Match 122,League,2021,"Sheraton Grand, Whitefield, Bengaluru",31,52,21,Bengal Warriors,4,Tamil Thalaivas,29,73,Bengal Warriors,Tamil Thalaivas,52
8,2877,Match 123,League,2021,"Sheraton Grand, Whitefield, Bengaluru",19,35,54,Telugu Titans,8,Jaipur Pink Panthers,3,89,Jaipur Pink Panthers,Telugu Titans,54
8,2878,Match 124,League,2021,"Sheraton Grand, Whitefield, Bengaluru",6,34,28,U.P. Yoddhas,30,U Mumba,5,62,U.P. Yoddhas,U Mumba,34
8,2879,Match 125,League,2021,"Sheraton Grand, Whitefield, Bengaluru",22,46,24,Bengaluru Bulls,1,Haryana Steelers,28,70,Bengaluru Bulls,Haryana Steelers,46
8,2880,Match 126,League,2021,"Sheraton Grand, Whitefield, Bengaluru",3,26,23,Dabang Delhi K.C.,2,Patna Pirates,6,49,Dabang Delhi K.C.,Patna Pirates,26
8,2881,Match 127,League,2021,"Sheraton Grand, Whitefield, Bengaluru",7,36,43,Puneri Paltan,7,Bengal Warriors,4,79,Bengal Warriors,Puneri Paltan,43
8,2882,Match 128,League,2021,"Sheraton Grand, Whitefield, Bengaluru",8,32,40,Telugu Titans,8,Dabang Delhi K.C.,2,72,Dabang Delhi K.C.,Telugu Titans,40
8,2883,Match 129,League,2021,"Sheraton Grand, Whitefield, Bengaluru",10,33,43,Tamil Thalaivas,29,Gujarat Giants,31,76,Gujarat Giants,Tamil Thalaivas,43
8,2884,Match 130,League,2021,"Sheraton Grand, Whitefield, Bengaluru",7,30,37,Jaipur Pink Panthers,3,Puneri Paltan,7,67,Puneri Paltan,Jaipur Pink Panthers,37
8,2885,Match 131,League,2021,"Sheraton Grand, Whitefield, Bengaluru",6,30,24,Gujarat Giants,31,U Mumba,5,54,Gujarat Giants,U Mumba,30
8,2886,Match 132,League,2021,"Sheraton Grand, Whitefield, Bengaluru",3,30,27,Patna Pirates,6,Haryana Steelers,28,57,Patna Pirates,Haryana Steelers,30
8,2887,Eliminator 1,Playoffs,2021,"Sheraton Grand, Whitefield, Bengaluru",11,42,31,U.P. Yoddhas,30,Puneri Paltan,7,73,U.P. Yoddhas,Puneri Paltan,42
8,2888,Eliminator 2,Playoffs,2021,"Sheraton Grand, Whitefield, Bengaluru",20,29,49,Gujarat Giants,31,Bengaluru Bulls,1,78,Bengaluru Bulls,Gujarat Giants,49
8,2889,Semi Final 1,Semi Final,2021,"Sheraton Grand, Whitefield, Bengaluru",11,38,27,Patna Pirates,6,U.P. Yoddhas,30,65,Patna Pirates,U.P. Yoddhas,38
8,2890,Semi Final 2,Semi Final,2021,"Sheraton Grand, Whitefield, Bengaluru",5,40,35,Dabang Delhi K.C.,2,Bengaluru Bulls,1,75,Dabang Delhi K.C.,Bengaluru Bulls,40
8,2891,Final,Final,2021,"Sheraton Grand, Whitefield, Bengaluru",1,36,37,Patna Pirates,6,Dabang Delhi K.C.,2,73,Dabang Delhi K.C.,Patna Pirates,37
9,2892,Match 1,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",14,41,27,Dabang Delhi K.C.,2,U Mumba,5,68,Dabang Delhi K.C.,U Mumba,41
9,2893,Match 2,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",5,34,29,Bengaluru Bulls,1,Telugu Titans,8,63,Bengaluru Bulls,Telugu Titans,34
9,2894,Match 3,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",2,32,34,Jaipur Pink Panthers,3,U.P. Yoddhas,30,66,U.P. Yoddhas,Jaipur Pink Panthers,34
9,2895,Match 4,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",0,34,34,Patna Pirates,6,Puneri Paltan,7,68,tied,tied,34
9,2896,Match 5,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",0,31,31,Gujarat Giants,31,Tamil Thalaivas,29,62,tied,tied,31
9,2897,Match 6,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",8,33,41,Bengal Warriors,4,Haryana Steelers,28,74,Haryana Steelers,Bengal Warriors,41
9,2898,Match 7,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",5,35,30,Jaipur Pink Panthers,3,Patna Pirates,6,65,Jaipur Pink Panthers,Patna Pirates,35
9,2899,Match 8,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",20,25,45,Telugu Titans,8,Bengal Warriors,4,70,Bengal Warriors,Telugu Titans,45
9,2900,Match 9,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",2,39,41,Puneri Paltan,7,Bengaluru Bulls,1,80,Bengaluru Bulls,Puneri Paltan,41
9,2901,Match 10,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",7,30,23,U Mumba,5,U.P. Yoddhas,30,53,U Mumba,U.P. Yoddhas,30
9,2902,Match 11,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",20,53,33,Dabang Delhi K.C.,2,Gujarat Giants,31,86,Dabang Delhi K.C.,Gujarat Giants,53
9,2903,Match 12,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",5,27,22,Haryana Steelers,28,Tamil Thalaivas,29,49,Haryana Steelers,Tamil Thalaivas,27
9,2904,Match 13,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",9,21,30,Patna Pirates,6,Telugu Titans,8,51,Telugu Titans,Patna Pirates,30
9,2905,Match 14,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",9,33,42,Bengaluru Bulls,1,Bengal Warriors,4,75,Bengal Warriors,Bengaluru Bulls,42
9,2906,Match 15,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",2,42,44,U.P. Yoddhas,30,Dabang Delhi K.C.,2,86,Dabang Delhi K.C.,U.P. Yoddhas,44
9,2907,Match 16,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",7,32,39,Tamil Thalaivas,29,U Mumba,5,71,U Mumba,Tamil Thalaivas,39
9,2908,Match 17,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",13,31,44,Haryana Steelers,28,Jaipur Pink Panthers,3,75,Jaipur Pink Panthers,Haryana Steelers,44
9,2909,Match 18,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",10,47,37,Gujarat Giants,31,Puneri Paltan,7,84,Gujarat Giants,Puneri Paltan,47
9,2910,Match 19,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",7,25,18,Jaipur Pink Panthers,3,Gujarat Giants,31,43,Jaipur Pink Panthers,Gujarat Giants,25
9,2911,Match 20,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",20,26,46,Telugu Titans,8,Dabang Delhi K.C.,2,72,Dabang Delhi K.C.,Telugu Titans,46
9,2912,Match 21,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",28,54,26,Bengal Warriors,4,Patna Pirates,6,80,Bengal Warriors,Patna Pirates,54
9,2913,Match 22,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",2,30,28,Puneri Paltan,7,U Mumba,5,58,Puneri Paltan,U Mumba,30
9,2914,Match 23,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",7,44,37,U.P. Yoddhas,30,Bengaluru Bulls,1,81,U.P. Yoddhas,Bengaluru Bulls,44
9,2915,Match 24,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",1,33,32,Tamil Thalaivas,29,Patna Pirates,6,65,Tamil Thalaivas,Patna Pirates,33
9,2916,Match 25,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",2,38,36,Dabang Delhi K.C.,2,Haryana Steelers,28,74,Dabang Delhi K.C.,Haryana Steelers,38
9,2917,Match 26,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",15,24,39,Bengal Warriors,4,Jaipur Pink Panthers,3,63,Jaipur Pink Panthers,Bengal Warriors,39
9,2918,Match 27,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",1,25,26,Telugu Titans,8,Puneri Paltan,7,51,Puneri Paltan,Telugu Titans,26
9,2919,Match 28,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",6,51,45,Gujarat Giants,31,U.P. Yoddhas,30,96,Gujarat Giants,U.P. Yoddhas,51
9,2920,Match 29,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",17,45,28,Bengaluru Bulls,1,Tamil Thalaivas,29,73,Bengaluru Bulls,Tamil Thalaivas,45
9,2921,Match 30,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",1,32,31,U Mumba,5,Haryana Steelers,28,63,U Mumba,Haryana Steelers,32
9,2922,Match 31,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",2,27,25,Puneri Paltan,7,Bengal Warriors,4,52,Puneri Paltan,Bengal Warriors,27
9,2923,Match 32,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",4,37,33,Patna Pirates,6,Dabang Delhi K.C.,2,70,Patna Pirates,Dabang Delhi K.C.,37
9,2924,Match 33,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",10,32,42,U Mumba,5,Bengaluru Bulls,1,74,Bengaluru Bulls,U Mumba,42
9,2925,Match 34,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",24,51,27,Jaipur Pink Panthers,3,Telugu Titans,8,78,Jaipur Pink Panthers,Telugu Titans,51
9,2926,Match 35,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",4,38,42,Haryana Steelers,28,Gujarat Giants,31,80,Gujarat Giants,Haryana Steelers,42
9,2927,Match 36,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",0,31,31,Bengaluru Bulls,1,Patna Pirates,6,62,tied,tied,31
9,2928,Match 37,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",17,41,24,U.P. Yoddhas,30,Tamil Thalaivas,29,65,U.P. Yoddhas,Tamil Thalaivas,41
9,2929,Match 38,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",8,32,24,Puneri Paltan,7,Jaipur Pink Panthers,3,56,Puneri Paltan,Jaipur Pink Panthers,32
9,2930,Match 39,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",19,24,43,Telugu Titans,8,Haryana Steelers,28,67,Haryana Steelers,Telugu Titans,43
9,2931,Match 40,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",8,29,37,Gujarat Giants,31,U Mumba,5,66,U Mumba,Gujarat Giants,37
9,2932,Match 41,League,2022,"Shree Kanteerava Indoor Stadium, Bengaluru",5,30,35,Dabang Delhi K.C.,2,Bengal Warriors,4,65,Bengal Warriors,Dabang Delhi K.C.,35
9,2933,Match 42,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",11,38,27,Tamil Thalaivas,29,Jaipur Pink Panthers,3,65,Tamil Thalaivas,Jaipur Pink Panthers,38
9,2934,Match 43,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",0,27,27,Haryana Steelers,28,Puneri Paltan,7,54,tied,tied,27
9,2935,Match 44,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",5,34,29,Patna Pirates,6,U.P. Yoddhas,30,63,Patna Pirates,U.P. Yoddhas,34
9,2936,Match 45,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",4,47,43,Bengaluru Bulls,1,Dabang Delhi K.C.,2,90,Bengaluru Bulls,Dabang Delhi K.C.,47
9,2937,Match 46,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",11,19,30,Telugu Titans,8,Gujarat Giants,31,49,Gujarat Giants,Telugu Titans,30
9,2938,Match 47,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",11,25,36,Bengal Warriors,4,U Mumba,5,61,U Mumba,Bengal Warriors,36
9,2939,Match 48,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",6,31,37,Jaipur Pink Panthers,3,Bengaluru Bulls,1,68,Bengaluru Bulls,Jaipur Pink Panthers,37
9,2940,Match 49,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",10,49,39,Tamil Thalaivas,29,Dabang Delhi K.C.,2,88,Tamil Thalaivas,Dabang Delhi K.C.,49
9,2941,Match 50,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",6,28,34,Gujarat Giants,31,Patna Pirates,6,62,Patna Pirates,Gujarat Giants,34
9,2942,Match 51,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",19,43,24,U.P. Yoddhas,30,Telugu Titans,8,67,U.P. Yoddhas,Telugu Titans,43
9,2943,Match 52,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",5,43,38,Puneri Paltan,7,Dabang Delhi K.C.,2,81,Puneri Paltan,Dabang Delhi K.C.,43
9,2944,Match 53,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2,29,27,Haryana Steelers,28,Bengaluru Bulls,1,56,Haryana Steelers,Bengaluru Bulls,29
9,2945,Match 54,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",3,40,37,U Mumba,5,Telugu Titans,8,77,U Mumba,Telugu Titans,40
9,2946,Match 55,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",0,41,41,Bengal Warriors,4,Tamil Thalaivas,29,82,tied,tied,41
9,2947,Match 56,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",3,34,31,Patna Pirates,6,U Mumba,5,65,Patna Pirates,U Mumba,34
9,2948,Match 57,League,2022,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",5,40,45,Dabang Delhi K.C.,2,Jaipur Pink Panthers,3,85,Jaipur Pink Panthers,Dabang Delhi K.C.,45
