Season,Match_ID,Match_Name,League_Stage,Year,Venue,Match_Outcome,Start_Date,End_Date,Result,Winning Margin,team_score_1,team_score_2,team_name_1,team_id_1,team_name_2,team_id_2
7,1699,Match 15,League,2019,"Dome,Nsci,Svp Stadium,Mumbai, Mumbai",Bengaluru Bulls Won by 4 Pts,2019-07-28T20:30+05:30,2019-07-28T20:30+05:30,W,4,26,30,U Mumba,5,Bengaluru Bulls,1
7,1700,Match 16,League,2019,"Dome,Nsci,Svp Stadium,Mumbai, Mumbai",Patna Pirates Won by 1 Pts,2019-07-29T19:30+05:30,2019-07-29T19:30+05:30,W,1,23,24,Tamil Thalaivas,29,Patna Pirates,6
7,1701,Match 17,League,2019,"Dome,Nsci,Svp Stadium,Mumbai, Mumbai",Bengal Warriors Won by 20 Pts,2019-07-29T20:30+05:30,2019-07-29T20:30+05:30,W,20,43,23,Bengal Warriors,4,Puneri Paltan,7
7,1702,Match 18,League,2019,"Dome,Nsci,Svp Stadium,Mumbai, Mumbai",Jaipur Pink Panthers Won by 16 Pts,2019-07-31T19:30+05:30,2019-07-31T19:30+05:30,W,16,21,37,Haryana Steelers,28,Jaipur Pink Panthers,3
7,1703,Match 19,League,2019,"Dome,Nsci,Svp Stadium,Mumbai, Mumbai",U.P. Yoddha Won by 4 Pts,2019-07-31T20:30+05:30,2019-07-31T20:30+05:30,W,4,23,27,U Mumba,5,U.P. Yoddha,30
7,1704,Match 20,League,2019,"Dome,Nsci,Svp Stadium,Mumbai, Mumbai",Gujarat Giants Won by 5 Pts,2019-08-01T19:30+05:30,2019-08-01T19:30+05:30,W,5,31,26,Gujarat Giants,31,Dabang Delhi K.C.,2
7,1705,Match 21,League,2019,"Dome,Nsci,Svp Stadium,Mumbai, Mumbai",,2019-08-02T19:30+05:30,2019-08-02T19:30+05:30,Tied,,20,20,Telugu Titans,8,U.P. Yoddha,30
7,1706,Match 22,League,2019,"Dome,Nsci,Svp Stadium,Mumbai, Mumbai",U Mumba Won by 12 Pts,2019-08-02T20:30+05:30,2019-08-02T20:30+05:30,W,12,32,20,U Mumba,5,Gujarat Giants,31
7,1707,Match 23,League,2019,"Patliputra Indoor Stadium, Patna",Jaipur Pink Panthers Won by 13 Pts,2019-08-03T19:30+05:30,2019-08-03T19:30+05:30,W,13,21,34,Patna Pirates,6,Jaipur Pink Panthers,3
7,1708,Match 24,League,2019,"Patliputra Indoor Stadium, Patna",Bengaluru Bulls Won by 1 Pts,2019-08-03T20:30+05:30,2019-08-03T20:30+05:30,W,1,42,43,Bengal Warriors,4,Bengaluru Bulls,1
7,1709,Match 25,League,2019,"Patliputra Indoor Stadium, Patna",Tamil Thalaivas Won by 7 Pts,2019-08-04T19:30+05:30,2019-08-04T19:30+05:30,W,7,28,35,Haryana Steelers,28,Tamil Thalaivas,29
7,1710,Match 26,League,2019,"Patliputra Indoor Stadium, Patna",Puneri Paltan Won by 21 Pts,2019-08-04T20:30+05:30,2019-08-04T20:30+05:30,W,21,20,41,Patna Pirates,6,Puneri Paltan,7
7,1711,Match 27,League,2019,"Patliputra Indoor Stadium, Patna",Dabang Delhi K.C. Won by 11 Pts,2019-08-05T19:30+05:30,2019-08-05T19:30+05:30,W,11,35,24,Dabang Delhi K.C.,2,Jaipur Pink Panthers,3
7,1712,Match 28,League,2019,"Patliputra Indoor Stadium, Patna",Puneri Paltan Won by 2 Pts,2019-08-05T20:30+05:30,2019-08-05T20:30+05:30,W,2,31,33,Gujarat Giants,31,Puneri Paltan,7
7,1713,Match 29,League,2019,"Patliputra Indoor Stadium, Patna",,2019-08-07T19:30+05:30,2019-08-07T19:30+05:30,Tied,,28,28,U.P. Yoddha,30,Tamil Thalaivas,29
7,1714,Match 30,League,2019,"Patliputra Indoor Stadium, Patna",Haryana Steelers Won by 9 Pts,2019-08-07T20:30+05:30,2019-08-07T20:30+05:30,W,9,26,35,Patna Pirates,6,Haryana Steelers,28
7,1715,Match 31,League,2019,"Patliputra Indoor Stadium, Patna",Bengaluru Bulls Won by 21 Pts,2019-08-08T19:30+05:30,2019-08-08T19:30+05:30,W,21,26,47,Telugu Titans,8,Bengaluru Bulls,1
7,1716,Match 32,League,2019,"Patliputra Indoor Stadium, Patna",Bengal Warriors Won by 2 Pts,2019-08-09T19:30+05:30,2019-08-09T19:30+05:30,W,2,32,30,Bengal Warriors,4,U Mumba,5
7,1717,Match 33,League,2019,"Patliputra Indoor Stadium, Patna",Patna Pirates Won by 21 Pts,2019-08-09T20:30+05:30,2019-08-09T20:30+05:30,W,21,41,20,Patna Pirates,6,U.P. Yoddha,30
7,1718,Match 34,League,2019,"The Arena By Transstadia, Ahmedabad",Tamil Thalaivas Won by 6 Pts,2019-08-10T19:30+05:30,2019-08-10T19:30+05:30,W,6,28,34,Gujarat Giants,31,Tamil Thalaivas,29
7,1719,Match 35,League,2019,"The Arena By Transstadia, Ahmedabad",Dabang Delhi K.C. Won by 2 Pts,2019-08-10T20:30+05:30,2019-08-10T20:30+05:30,W,2,30,32,Puneri Paltan,7,Dabang Delhi K.C.,2
7,1720,Match 36,League,2019,"The Arena By Transstadia, Ahmedabad",Haryana Steelers Won by 3 Pts,2019-08-11T19:30+05:30,2019-08-11T19:30+05:30,W,3,30,33,Bengaluru Bulls,1,Haryana Steelers,28
7,1721,Match 37,League,2019,"The Arena By Transstadia, Ahmedabad",Telugu Titans Won by 6 Pts,2019-08-11T20:30+05:30,2019-08-11T20:30+05:30,W,6,24,30,Gujarat Giants,31,Telugu Titans,8
7,1722,Match 38,League,2019,"The Arena By Transstadia, Ahmedabad",,2019-08-12T19:30+05:30,2019-08-12T19:30+05:30,Tied,,29,29,Bengal Warriors,4,Telugu Titans,8
7,1723,Match 39,League,2019,"The Arena By Transstadia, Ahmedabad",U.P. Yoddha Won by 2 Pts,2019-08-12T20:30+05:30,2019-08-12T20:30+05:30,W,2,35,33,U.P. Yoddha,30,Bengaluru Bulls,1
7,1724,Match 40,League,2019,"The Arena By Transstadia, Ahmedabad",Haryana Steelers Won by 3 Pts,2019-08-14T19:30+05:30,2019-08-14T19:30+05:30,W,3,33,36,U.P. Yoddha,30,Haryana Steelers,28
7,1725,Match 41,League,2019,"The Arena By Transstadia, Ahmedabad",Bengal Warriors Won by 2 Pts,2019-08-14T20:30+05:30,2019-08-14T20:30+05:30,W,2,26,28,Gujarat Giants,31,Bengal Warriors,4
7,1726,Match 42,League,2019,"The Arena By Transstadia, Ahmedabad",Jaipur Pink Panthers Won by 8 Pts,2019-08-15T19:30+05:30,2019-08-15T19:30+05:30,W,8,33,25,Jaipur Pink Panthers,3,Puneri Paltan,7
7,1727,Match 43,League,2019,"The Arena By Transstadia, Ahmedabad",U Mumba Won by 4 Pts,2019-08-16T19:30+05:30,2019-08-16T19:30+05:30,W,4,34,30,U Mumba,5,Patna Pirates,6
7,1728,Match 44,League,2019,"The Arena By Transstadia, Ahmedabad",Jaipur Pink Panthers Won by 3 Pts,2019-08-16T20:30+05:30,2019-08-16T20:30+05:30,W,3,19,22,Gujarat Giants,31,Jaipur Pink Panthers,3
7,1729,Match 45,League,2019,"Jawaharlal Nehru Indoor Stadium, Chennai",Bengaluru Bulls Won by 11 Pts,2019-08-17T19:30+05:30,2019-08-17T19:30+05:30,W,11,21,32,Tamil Thalaivas,29,Bengaluru Bulls,1
7,1730,Match 46,League,2019,"Jawaharlal Nehru Indoor Stadium, Chennai",,2019-08-17T20:30+05:30,2019-08-17T20:30+05:30,Tied,,30,30,Bengal Warriors,4,Dabang Delhi K.C.,2
7,1731,Match 47,League,2019,"Jawaharlal Nehru Indoor Stadium, Chennai",Telugu Titans Won by 11 Pts,2019-08-18T19:30+05:30,2019-08-18T19:30+05:30,W,11,29,40,Haryana Steelers,28,Telugu Titans,8
7,1732,Match 48,League,2019,"Jawaharlal Nehru Indoor Stadium, Chennai",,2019-08-18T20:30+05:30,2019-08-18T20:30+05:30,Tied,,31,31,Tamil Thalaivas,29,Puneri Paltan,7
7,1733,Match 49,League,2019,"Jawaharlal Nehru Indoor Stadium, Chennai",Haryana Steelers Won by 3 Pts,2019-08-19T19:30+05:30,2019-08-19T19:30+05:30,W,3,27,30,U Mumba,5,Haryana Steelers,28
7,1734,Match 50,League,2019,"Jawaharlal Nehru Indoor Stadium, Chennai",U.P. Yoddha Won by 7 Pts,2019-08-19T20:30+05:30,2019-08-19T20:30+05:30,W,7,31,24,U.P. Yoddha,30,Jaipur Pink Panthers,3
7,1735,Match 51,League,2019,"Jawaharlal Nehru Indoor Stadium, Chennai",Puneri Paltan Won by 8 Pts,2019-08-21T19:30+05:30,2019-08-21T19:30+05:30,W,8,31,23,Puneri Paltan,7,Bengaluru Bulls,1
7,1736,Match 52,League,2019,"Jawaharlal Nehru Indoor Stadium, Chennai",Jaipur Pink Panthers Won by 2 Pts,2019-08-21T20:30+05:30,2019-08-21T20:30+05:30,W,2,26,28,Tamil Thalaivas,29,Jaipur Pink Panthers,3
7,1737,Match 53,League,2019,"Jawaharlal Nehru Indoor Stadium, Chennai",Bengal Warriors Won by 9 Pts,2019-08-22T19:30+05:30,2019-08-22T19:30+05:30,W,9,35,26,Bengal Warriors,4,Patna Pirates,6
7,1738,Match 54,League,2019,"Jawaharlal Nehru Indoor Stadium, Chennai",Gujarat Giants Won by 3 Pts,2019-08-23T19:30+05:30,2019-08-23T19:30+05:30,W,3,29,26,Gujarat Giants,31,Patna Pirates,6
7,1739,Match 55,League,2019,"Jawaharlal Nehru Indoor Stadium, Chennai",U Mumba Won by 5 Pts,2019-08-23T20:30+05:30,2019-08-23T20:30+05:30,W,5,24,29,Tamil Thalaivas,29,U Mumba,5
7,1740,Match 56,League,2019,"Thyagaraj Indoor Stadium, Delhi",Dabang Delhi K.C. Won by 2 Pts,2019-08-24T19:30+05:30,2019-08-24T19:30+05:30,W,2,33,31,Dabang Delhi K.C.,2,Bengaluru Bulls,1
7,1741,Match 57,League,2019,"Thyagaraj Indoor Stadium, Delhi",Telugu Titans Won by 3 Pts,2019-08-24T20:30+05:30,2019-08-24T20:30+05:30,W,3,21,24,Jaipur Pink Panthers,3,Telugu Titans,8
7,1742,Match 58,League,2019,"Thyagaraj Indoor Stadium, Delhi",Bengaluru Bulls Won by 11 Pts,2019-08-25T19:30+05:30,2019-08-25T19:30+05:30,W,11,30,41,Jaipur Pink Panthers,3,Bengaluru Bulls,1
7,1743,Match 59,League,2019,"Thyagaraj Indoor Stadium, Delhi",Dabang Delhi K.C. Won by 9 Pts,2019-08-25T20:30+05:30,2019-08-25T20:30+05:30,W,9,36,27,Dabang Delhi K.C.,2,U.P. Yoddha,30
7,1744,Match 60,League,2019,"Thyagaraj Indoor Stadium, Delhi",Haryana Steelers Won by 3 Pts,2019-08-26T19:30+05:30,2019-08-26T19:30+05:30,W,3,33,36,Bengal Warriors,4,Haryana Steelers,28
7,1745,Match 61,League,2019,"Thyagaraj Indoor Stadium, Delhi",U.P. Yoddha Won by 5 Pts,2019-08-26T20:30+05:30,2019-08-26T20:30+05:30,W,5,35,30,U.P. Yoddha,30,Puneri Paltan,7
7,1746,Match 62,League,2019,"Thyagaraj Indoor Stadium, Delhi",Haryana Steelers Won by 16 Pts,2019-08-28T19:30+05:30,2019-08-28T19:30+05:30,W,16,25,41,Gujarat Giants,31,Haryana Steelers,28
7,1747,Match 63,League,2019,"Thyagaraj Indoor Stadium, Delhi",Dabang Delhi K.C. Won by 16 Pts,2019-08-28T20:30+05:30,2019-08-28T20:30+05:30,W,16,40,24,Dabang Delhi K.C.,2,U Mumba,5
7,1748,Match 64,League,2019,"Thyagaraj Indoor Stadium, Delhi",Bengal Warriors Won by 9 Pts,2019-08-29T19:30+05:30,2019-08-29T19:30+05:30,W,9,35,26,Bengal Warriors,4,Tamil Thalaivas,29
7,1749,Match 65,League,2019,"Thyagaraj Indoor Stadium, Delhi",Puneri Paltan Won by 7 Pts,2019-08-30T19:30+05:30,2019-08-30T19:30+05:30,W,7,27,34,Telugu Titans,8,Puneri Paltan,7
7,1750,Match 66,League,2019,"Thyagaraj Indoor Stadium, Delhi",Dabang Delhi K.C. Won by 3 Pts,2019-08-30T20:30+05:30,2019-08-30T20:30+05:30,W,3,38,35,Dabang Delhi K.C.,2,Patna Pirates,6
7,1751,Match 67,League,2019,"Kanteerava Indoor Stadium, Bengaluru",Gujarat Giants Won by 9 Pts,2019-08-31T19:30+05:30,2019-08-31T19:30+05:30,W,9,23,32,Bengaluru Bulls,1,Gujarat Giants,31
7,1752,Match 68,League,2019,"Kanteerava Indoor Stadium, Bengaluru",U Mumba Won by 26 Pts,2019-08-31T20:30+05:30,2019-08-31T20:30+05:30,W,26,47,21,U Mumba,5,Jaipur Pink Panthers,3
7,1753,Match 69,League,2019,"Kanteerava Indoor Stadium, Bengaluru",U.P. Yoddha Won by 3 Pts,2019-09-01T19:30+05:30,2019-09-01T19:30+05:30,W,3,32,29,U.P. Yoddha,30,Bengal Warriors,4
7,1754,Match 70,League,2019,"Kanteerava Indoor Stadium, Bengaluru",Bengaluru Bulls Won by 6 Pts,2019-09-01T20:30+05:30,2019-09-01T20:30+05:30,W,6,33,27,Bengaluru Bulls,1,Tamil Thalaivas,29
7,1755,Match 71,League,2019,"Kanteerava Indoor Stadium, Bengaluru",Haryana Steelers Won by 14 Pts,2019-09-02T19:30+05:30,2019-09-02T19:30+05:30,W,14,27,41,Puneri Paltan,7,Haryana Steelers,28
7,1756,Match 72,League,2019,"Kanteerava Indoor Stadium, Bengaluru",Telugu Titans Won by 5 Pts,2019-09-02T20:30+05:30,2019-09-02T20:30+05:30,W,5,35,30,Telugu Titans,8,Tamil Thalaivas,29
7,1757,Match 73,League,2019,"Kanteerava Indoor Stadium, Bengaluru",Dabang Delhi K.C. Won by 2 Pts,2019-09-04T19:30+05:30,2019-09-04T19:30+05:30,W,2,44,46,Jaipur Pink Panthers,3,Dabang Delhi K.C.,2
7,1758,Match 74,League,2019,"Kanteerava Indoor Stadium, Bengaluru",Bengaluru Bulls Won by 1 Pts,2019-09-04T20:30+05:30,2019-09-04T20:30+05:30,W,1,40,39,Bengaluru Bulls,1,Patna Pirates,6
7,1759,Match 75,League,2019,"Kanteerava Indoor Stadium, Bengaluru",,2019-09-05T19:30+05:30,2019-09-05T19:30+05:30,Tied,,33,33,Puneri Paltan,7,U Mumba,5
7,1760,Match 76,League,2019,"Kanteerava Indoor Stadium, Bengaluru",U.P. Yoddha Won by 12 Pts,2019-09-06T19:30+05:30,2019-09-06T19:30+05:30,W,12,29,41,Patna Pirates,6,U.P. Yoddha,30
7,1761,Match 77,League,2019,"Kanteerava Indoor Stadium, Bengaluru",Bengaluru Bulls Won by 1 Pts,2019-09-06T20:30+05:30,2019-09-06T20:30+05:30,W,1,40,39,Bengaluru Bulls,1,Telugu Titans,8
7,1762,Match 78,League,2019,"Netaji Indoor Stadium, Kolkata",,2019-09-07T19:30+05:30,2019-09-07T19:30+05:30,Tied,,25,25,Bengal Warriors,4,Gujarat Giants,31
7,1763,Match 79,League,2019,"Netaji Indoor Stadium, Kolkata",Haryana Steelers Won by 22 Pts,2019-09-07T20:30+05:30,2019-09-07T20:30+05:30,W,22,25,47,Dabang Delhi K.C.,2,Haryana Steelers,28
7,1764,Match 80,League,2019,"Netaji Indoor Stadium, Kolkata",Dabang Delhi K.C. Won by 16 Pts,2019-09-08T19:30+05:30,2019-09-08T19:30+05:30,W,16,50,34,Dabang Delhi K.C.,2,Tamil Thalaivas,29
7,1765,Match 81,League,2019,"Netaji Indoor Stadium, Kolkata",Bengal Warriors Won by 3 Pts,2019-09-08T20:30+05:30,2019-09-08T20:30+05:30,W,3,42,39,Bengal Warriors,4,Puneri Paltan,7
7,1766,Match 82,League,2019,"Netaji Indoor Stadium, Kolkata",U.P. Yoddha Won by 7 Pts,2019-09-09T19:30+05:30,2019-09-09T19:30+05:30,W,7,33,26,U.P. Yoddha,30,Gujarat Giants,31
7,1767,Match 83,League,2019,"Netaji Indoor Stadium, Kolkata",Patna Pirates Won by 26 Pts,2019-09-09T20:30+05:30,2019-09-09T20:30+05:30,W,26,25,51,Tamil Thalaivas,29,Patna Pirates,6
7,1768,Match 85,League,2019,"Netaji Indoor Stadium, Kolkata",,2019-09-11T19:30+05:30,2019-09-11T19:30+05:30,Tied,,32,32,Haryana Steelers,28,Jaipur Pink Panthers,3
7,1769,Match 86,League,2019,"Netaji Indoor Stadium, Kolkata",Bengal Warriors Won by 3 Pts,2019-09-11T20:30+05:30,2019-09-11T20:30+05:30,W,3,29,26,Bengal Warriors,4,U Mumba,5
7,1770,Match 87,League,2019,"Netaji Indoor Stadium, Kolkata",Patna Pirates Won by 3 Pts,2019-09-12T19:30+05:30,2019-09-12T19:30+05:30,W,3,33,36,Jaipur Pink Panthers,3,Patna Pirates,6
7,1771,Match 84,League,2019,"Netaji Indoor Stadium, Kolkata",U Mumba Won by 14 Pts,2019-09-10T19:30+05:30,2019-09-10T19:30+05:30,W,14,27,41,Telugu Titans,8,U Mumba,5
7,1772,Match 88,League,2019,"Netaji Indoor Stadium, Kolkata",Bengal Warriors Won by 2 Pts,2019-09-12T20:30+05:30,2019-09-12T20:30+05:30,W,2,42,40,Bengal Warriors,4,Bengaluru Bulls,1
7,1773,Match 89,League,2019,"Shree Shiv Chhatrapati Sports Complex, Pune",Puneri Paltan Won by 10 Pts,2019-09-14T19:30+05:30,2019-09-14T19:30+05:30,W,10,43,33,Puneri Paltan,7,Gujarat Giants,31
7,1774,Match 90,League,2019,"Shree Shiv Chhatrapati Sports Complex, Pune",Haryana Steelers Won by 8 Pts,2019-09-14T20:30+05:30,2019-09-14T20:30+05:30,W,8,35,43,Tamil Thalaivas,29,Haryana Steelers,28
7,1775,Match 91,League,2019,"Shree Shiv Chhatrapati Sports Complex, Pune",Dabang Delhi K.C. Won by 4 Pts,2019-09-15T19:30+05:30,2019-09-15T19:30+05:30,W,4,34,30,Dabang Delhi K.C.,2,Gujarat Giants,31
7,1776,Match 92,League,2019,"Shree Shiv Chhatrapati Sports Complex, Pune",Patna Pirates Won by 22 Pts,2019-09-15T20:30+05:30,2019-09-15T20:30+05:30,W,22,33,55,Puneri Paltan,7,Patna Pirates,6
7,1777,Match 93,League,2019,"Shree Shiv Chhatrapati Sports Complex, Pune",U.P. Yoddha Won by 6 Pts,2019-09-16T19:30+05:30,2019-09-16T19:30+05:30,W,6,32,38,Jaipur Pink Panthers,3,U.P. Yoddha,30
7,1778,Match 94,League,2019,"Shree Shiv Chhatrapati Sports Complex, Pune",Dabang Delhi K.C. Won by 8 Pts,2019-09-16T20:30+05:30,2019-09-16T20:30+05:30,W,8,29,37,Telugu Titans,8,Dabang Delhi K.C.,2
7,1779,Match 95,League,2019,"Shree Shiv Chhatrapati Sports Complex, Pune",U Mumba Won by 3 Pts,2019-09-18T19:30+05:30,2019-09-18T19:30+05:30,W,3,39,36,U Mumba,5,U.P. Yoddha,30
7,1780,Match 96,League,2019,"Shree Shiv Chhatrapati Sports Complex, Pune",,2019-09-18T20:30+05:30,2019-09-18T20:30+05:30,Tied,,36,36,Puneri Paltan,7,Tamil Thalaivas,29
7,1781,Match 97,League,2019,"Shree Shiv Chhatrapati Sports Complex, Pune",Bengal Warriors Won by 12 Pts,2019-09-19T19:30+05:30,2019-09-19T19:30+05:30,W,12,48,36,Bengal Warriors,4,Haryana Steelers,28
7,1782,Match 98,League,2019,"Shree Shiv Chhatrapati Sports Complex, Pune",,2019-09-20T19:30+05:30,2019-09-20T19:30+05:30,Tied,,42,42,Telugu Titans,8,Patna Pirates,6
7,1783,Match 99,League,2019,"Shree Shiv Chhatrapati Sports Complex, Pune",Puneri Paltan Won by 4 Pts,2019-09-20T20:30+05:30,2019-09-20T20:30+05:30,W,4,42,38,Puneri Paltan,7,Bengaluru Bulls,1
7,1784,Match 100,League,2019,"Sawai Man Singh Indoor Stadium, Jaipur",,2019-09-21T19:30+05:30,2019-09-21T19:30+05:30,Tied,,28,28,Jaipur Pink Panthers,3,Gujarat Giants,31
7,1785,Match 101,League,2019,"Sawai Man Singh Indoor Stadium, Jaipur",U.P. Yoddha Won by 20 Pts,2019-09-21T20:30+05:30,2019-09-21T20:30+05:30,W,20,42,22,U.P. Yoddha,30,Tamil Thalaivas,29
7,1786,Match 102,League,2019,"Sawai Man Singh Indoor Stadium, Jaipur",U Mumba Won by 6 Pts,2019-09-22T19:30+05:30,2019-09-22T19:30+05:30,W,6,31,25,U Mumba,5,Gujarat Giants,31
7,1787,Match 103,League,2019,"Sawai Man Singh Indoor Stadium, Jaipur",Bengal Warriors Won by 1 Pts,2019-09-22T20:30+05:30,2019-09-22T20:30+05:30,W,1,40,41,Jaipur Pink Panthers,3,Bengal Warriors,4
7,1788,Match 104,League,2019,"Sawai Man Singh Indoor Stadium, Jaipur",Haryana Steelers Won by 5 Pts,2019-09-23T19:30+05:30,2019-09-23T19:30+05:30,W,5,34,39,Patna Pirates,6,Haryana Steelers,28
7,1789,Match 105,League,2019,"Sawai Man Singh Indoor Stadium, Jaipur",,2019-09-23T20:30+05:30,2019-09-23T20:30+05:30,Tied,,39,39,Dabang Delhi K.C.,2,Bengaluru Bulls,1
7,1790,Match 106,League,2019,"Sawai Man Singh Indoor Stadium, Jaipur",Bengal Warriors Won by 1 Pts,2019-09-25T19:30+05:30,2019-09-25T19:30+05:30,W,1,39,40,Telugu Titans,8,Bengal Warriors,4
7,1791,Match 107,League,2019,"Sawai Man Singh Indoor Stadium, Jaipur",Jaipur Pink Panthers Won by 9 Pts,2019-09-25T20:30+05:30,2019-09-25T20:30+05:30,W,9,43,34,Jaipur Pink Panthers,3,Puneri Paltan,7
7,1792,Match 108,League,2019,"Sawai Man Singh Indoor Stadium, Jaipur",Dabang Delhi K.C. Won by 4 Pts,2019-09-26T19:30+05:30,2019-09-26T19:30+05:30,W,4,39,43,Patna Pirates,6,Dabang Delhi K.C.,2
7,1793,Match 109,League,2019,"Sawai Man Singh Indoor Stadium, Jaipur",Bengaluru Bulls Won by 2 Pts,2019-09-27T19:30+05:30,2019-09-27T19:30+05:30,W,2,33,35,U Mumba,5,Bengaluru Bulls,1
7,1794,Match 110,League,2019,"Sawai Man Singh Indoor Stadium, Jaipur",Telugu Titans Won by 20 Pts,2019-09-27T20:30+05:30,2019-09-27T20:30+05:30,W,20,31,51,Jaipur Pink Panthers,3,Telugu Titans,8
7,1795,Match 111,League,2019,"Tau Devilal Sports Complex, Panchkula",U.P. Yoddha Won by 7 Pts,2019-09-28T19:30+05:30,2019-09-28T19:30+05:30,W,7,30,37,Haryana Steelers,28,U.P. Yoddha,30
7,1796,Match 112,League,2019,"Tau Devilal Sports Complex, Panchkula",Gujarat Giants Won by 29 Pts,2019-09-28T20:30+05:30,2019-09-28T20:30+05:30,W,29,50,21,Gujarat Giants,31,Tamil Thalaivas,29
7,1797,Match 113,League,2019,"Tau Devilal Sports Complex, Panchkula",Dabang Delhi K.C. Won by 20 Pts,2019-09-29T19:30+05:30,2019-09-29T19:30+05:30,W,20,40,60,Puneri Paltan,7,Dabang Delhi K.C.,2
7,1798,Match 114,League,2019,"Tau Devilal Sports Complex, Panchkula",Haryana Steelers Won by 1 Pts,2019-09-29T20:30+05:30,2019-09-29T20:30+05:30,W,1,38,37,Haryana Steelers,28,Gujarat Giants,31
7,1799,Match 115,League,2019,"Tau Devilal Sports Complex, Panchkula",Bengal Warriors Won by 9 Pts,2019-09-30T19:30+05:30,2019-09-30T19:30+05:30,W,9,42,33,Bengal Warriors,4,Dabang Delhi K.C.,2
7,1800,Match 116,League,2019,"Tau Devilal Sports Complex, Panchkula",U Mumba Won by 4 Pts,2019-09-30T20:30+05:30,2019-09-30T20:30+05:30,W,4,32,36,Tamil Thalaivas,29,U Mumba,5
7,1801,Match 117,League,2019,"Tau Devilal Sports Complex, Panchkula",U Mumba Won by 4 Pts,2019-10-02T19:30+05:30,2019-10-02T19:30+05:30,W,4,30,26,U Mumba,5,Patna Pirates,6
7,1802,Match 118,League,2019,"Tau Devilal Sports Complex, Panchkula",Bengaluru Bulls Won by 23 Pts,2019-10-02T20:30+05:30,2019-10-02T20:30+05:30,W,23,36,59,Haryana Steelers,28,Bengaluru Bulls,1
7,1803,Match 119,League,2019,"Tau Devilal Sports Complex, Panchkula",Puneri Paltan Won by 3 Pts,2019-10-03T20:30+05:30,2019-10-03T20:30+05:30,W,3,50,53,Telugu Titans,8,Puneri Paltan,7
7,1804,Match 120,League,2019,"Tau Devilal Sports Complex, Panchkula",Jaipur Pink Panthers Won by 7 Pts,2019-10-04T19:30+05:30,2019-10-04T19:30+05:30,W,7,41,34,Jaipur Pink Panthers,3,Bengaluru Bulls,1
7,1805,Match 121,League,2019,"Tau Devilal Sports Complex, Panchkula",Haryana Steelers Won by 20 Pts,2019-10-04T20:30+05:30,2019-10-04T20:30+05:30,W,20,52,32,Haryana Steelers,28,Telugu Titans,8
7,1806,Match 122,League,2019,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",U.P. Yoddha Won by 17 Pts,2019-10-05T19:30+05:30,2019-10-05T19:30+05:30,W,17,50,33,U.P. Yoddha,30,Dabang Delhi K.C.,2
7,1807,Match 123,League,2019,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",Patna Pirates Won by 6 Pts,2019-10-05T20:30+05:30,2019-10-05T20:30+05:30,W,6,33,39,Gujarat Giants,31,Patna Pirates,6
7,1808,Match 124,League,2019,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",Patna Pirates Won by 28 Pts,2019-10-06T19:30+05:30,2019-10-06T19:30+05:30,W,28,41,69,Bengal Warriors,4,Patna Pirates,6
7,1809,Match 125,League,2019,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",U.P. Yoddha Won by 4 Pts,2019-10-06T20:30+05:30,2019-10-06T20:30+05:30,W,4,43,39,U.P. Yoddha,30,Puneri Paltan,7
7,1810,Match 126,League,2019,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",Gujarat Giants Won by 10 Pts,2019-10-07T19:30+05:30,2019-10-07T19:30+05:30,W,10,38,48,Telugu Titans,8,Gujarat Giants,31
7,1811,Match 127,League,2019,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",Tamil Thalaivas Won by 2 Pts,2019-10-07T20:30+05:30,2019-10-07T20:30+05:30,W,2,35,33,Tamil Thalaivas,29,Jaipur Pink Panthers,3
7,1812,Match 128,League,2019,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",Bengal Warriors Won by 4 Pts,2019-10-09T19:30+05:30,2019-10-09T19:30+05:30,W,4,33,29,Bengal Warriors,4,Tamil Thalaivas,29
7,1813,Match 129,League,2019,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",Telugu Titans Won by 5 Pts,2019-10-09T20:30+05:30,2019-10-09T20:30+05:30,W,5,36,41,U.P. Yoddha,30,Telugu Titans,8
7,1814,Match 130,League,2019,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",U Mumba Won by 6 Pts,2019-10-10T19:30+05:30,2019-10-10T19:30+05:30,W,6,39,33,U Mumba,5,Haryana Steelers,28
7,1815,Match 131,League,2019,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",,2019-10-11T19:30+05:30,2019-10-11T19:30+05:30,Tied,,37,37,Dabang Delhi K.C.,2,U Mumba,5
7,1816,Match 132,League,2019,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",U.P. Yoddha Won by 12 Pts,2019-10-11T20:30+05:30,2019-10-11T20:30+05:30,W,12,45,33,U.P. Yoddha,30,Bengaluru Bulls,1
