Season,Match_ID,Match_Name,League_Stage,Year,Venue,Match_Outcome,Start_Date,End_Date,Result,Winning Margin,team_score_1,team_score_2,team_name_1,team_id_1,team_name_2,team_id_2
5,322,Match 37,League,2017,Babu Banarasi Das Indoor Stadium,Haryana Steelers beat U.P. Yoddha (36-29),8/19/2017T9:00:00TPM,8/19/2017T9:00:00TPM,W,7,29,36,U.P. Yoddhas,30,Haryana Steelers,28
5,323,Match 38,League,2017,Babu Banarasi Das Indoor Stadium,Puneri Paltan beat Patna Pirates (47-42),8/20/2017T8:00:00TPM,8/20/2017T8:00:00TPM,W,5,42,47,Patna Pirates,6,Puneri Paltan,7
5,324,Match 39,League,2017,Babu Banarasi Das Indoor Stadium,Jaipur Pink Panthers beat U.P. Yoddha (24-22),8/20/2017T9:00:00TPM,8/20/2017T9:00:00TPM,W,2,22,24,U.P. Yoddhas,30,Jaipur Pink Panthers,3
5,325,Match 40,League,2017,Babu Banarasi Das Indoor Stadium,Gujarat Fortunegiants beat Puneri Paltan (35-21),8/22/2017T8:00:00TPM,8/22/2017T8:00:00TPM,W,14,35,21,Gujarat Giants,31,Puneri Paltan,7
5,326,Match 41,League,2017,Babu Banarasi Das Indoor Stadium,Bengal Warriors beat U.P. Yoddha (32-31),8/22/2017T9:00:00TPM,8/22/2017T9:00:00TPM,W,1,31,32,U.P. Yoddhas,30,Bengal Warriors,4
5,327,Match 42,League,2017,Babu Banarasi Das Indoor Stadium,Haryana Steelers beat Dabang Delhi K.C. (27-25),8/23/2017T8:00:00TPM,8/23/2017T8:00:00TPM,W,2,27,25,Haryana Steelers,28,Dabang Delhi,2
5,328,Match 43,League,2017,Babu Banarasi Das Indoor Stadium,Match Tied,8/23/2017T9:00:00TPM,8/23/2017T9:00:00TPM,T,0,33,33,U.P. Yoddhas,30,Tamil Thalaivas,29
5,329,Match 44,League,2017,Babu Banarasi Das Indoor Stadium,U.P. Yoddha beat Telugu Titans (25-23),8/24/2017T8:00:00TPM,8/24/2017T8:00:00TPM,W,2,25,23,U.P. Yoddhas,30,Telugu Titans,8
5,330,Match 45,League,2017,"Â€˜Dome, Nsci Svp Stadiumâ€™",Jaipur Pink Panthers beat U Mumba (39-36),8/25/2017T8:00:00TPM,8/25/2017T8:00:00TPM,W,3,36,39,U Mumba,5,Jaipur Pink Panthers,3
5,331,Match 46,League,2017,"Â€˜Dome, Nsci Svp Stadiumâ€™",Match Tied,8/25/2017T9:00:00TPM,8/25/2017T9:00:00TPM,T,0,36,36,Bengal Warriors,4,Patna Pirates,6
5,332,Match 47,League,2017,"Â€˜Dome, Nsci Svp Stadiumâ€™",Patna Pirates beat Tamil Thalaivas (35-24),8/26/2017T8:00:00TPM,8/26/2017T8:00:00TPM,W,11,35,24,Patna Pirates,6,Tamil Thalaivas,29
5,333,Match 48,League,2017,"Â€˜Dome, Nsci Svp Stadiumâ€™",Puneri Paltan beat U Mumba (26-24),8/26/2017T9:00:00TPM,8/26/2017T9:00:00TPM,W,2,24,26,U Mumba,5,Puneri Paltan,7
5,334,Match 49,League,2017,"Â€˜Dome, Nsci Svp Stadiumâ€™",Bengal Warriors beat Bengaluru Bulls (32-26),8/27/2017T8:00:00TPM,8/27/2017T8:00:00TPM,W,6,32,26,Bengal Warriors,4,Bengaluru Bulls,1
5,335,Match 50,League,2017,"Â€˜Dome, Nsci Svp Stadiumâ€™",Dabang Delhi K.C. beat U Mumba (33-32),8/27/2017T9:00:00TPM,8/27/2017T9:00:00TPM,W,1,32,33,U Mumba,5,Dabang Delhi,2
5,338,Match 53,League,2017,"Â€˜Dome, Nsci Svp Stadiumâ€™",U Mumba beat Haryana Steelers (38-32),8/30/2017T8:00:00TPM,8/30/2017T8:00:00TPM,W,6,38,32,U Mumba,5,Haryana Steelers,28
5,339,Match 54,League,2017,"Â€˜Dome, Nsci Svp Stadiumâ€™",Telugu Titans beat Tamil Thalaivas (33-28),8/31/2017T8:00:00TPM,8/31/2017T8:00:00TPM,W,5,33,28,Telugu Titans,8,Tamil Thalaivas,29
5,340,Match 55,League,2017,"Â€˜Dome, Nsci Svp Stadiumâ€™",U Mumba beat Jaipur Pink Panthers (36-32),8/31/2017T9:00:00TPM,8/31/2017T9:00:00TPM,W,4,36,32,U Mumba,5,Jaipur Pink Panthers,3
5,341,Match 56,League,2017,Netaji Indoor Stadium,Bengal Warriors beat Patna Pirates (41-38),9/1/2017T8:00:00TPM,9/1/2017T8:00:00TPM,W,3,41,38,Bengal Warriors,4,Patna Pirates,6
5,342,Match 57,League,2017,Netaji Indoor Stadium,Haryana Steelers beat Gujarat Fortunegiants (42-36),9/2/2017T8:00:00TPM,9/2/2017T8:00:00TPM,W,6,36,42,Gujarat Giants,31,Haryana Steelers,28
5,343,Match 58,League,2017,Netaji Indoor Stadium,Match Tied,9/2/2017T9:00:00TPM,9/2/2017T9:00:00TPM,T,0,26,26,Bengal Warriors,4,U.P. Yoddhas,30
5,344,Match 59,League,2017,Netaji Indoor Stadium,Jaipur Pink Panthers beat Gujarat Fortunegiants (31-25),9/3/2017T8:00:00TPM,9/3/2017T8:00:00TPM,W,6,25,31,Gujarat Giants,31,Jaipur Pink Panthers,3
5,345,Match 60,League,2017,Netaji Indoor Stadium,Bengal Warriors beat Tamil Thalaivas (29-25),9/3/2017T9:00:00TPM,9/3/2017T9:00:00TPM,W,4,29,25,Bengal Warriors,4,Tamil Thalaivas,29
5,346,Match 61,League,2017,Netaji Indoor Stadium,Patna Pirates beat Jaipur Pink Panthers (47-21),9/5/2017T8:00:00TPM,9/5/2017T8:00:00TPM,W,26,47,21,Patna Pirates,6,Jaipur Pink Panthers,3
5,347,Match 62,League,2017,Netaji Indoor Stadium,Haryana Steelers beat Bengal Warriors (36-29),9/5/2017T9:00:00TPM,9/5/2017T9:00:00TPM,W,7,29,36,Bengal Warriors,4,Haryana Steelers,28
5,348,Match 63,League,2017,Netaji Indoor Stadium,Dabang Delhi K.C. beat Bengaluru Bulls (38-30),9/6/2017T8:00:00TPM,9/6/2017T8:00:00TPM,W,8,38,30,Dabang Delhi,2,Bengaluru Bulls,1
5,349,Match 64,League,2017,Netaji Indoor Stadium,U Mumba beat Bengal Warriors (37-31),9/6/2017T9:00:00TPM,9/6/2017T9:00:00TPM,W,6,31,37,Bengal Warriors,4,U Mumba,5
5,350,Match 65,League,2017,Netaji Indoor Stadium,Puneri Paltan beat Telugu Titans (42-37),9/7/2017T8:00:00TPM,9/7/2017T8:00:00TPM,W,5,37,42,Telugu Titans,8,Puneri Paltan,7
5,351,Match 66,League,2017,Netaji Indoor Stadium,Match Tied,9/7/2017T9:00:00TPM,9/7/2017T9:00:00TPM,T,0,31,31,Bengal Warriors,4,Dabang Delhi,2
5,352,Match 67,League,2017,Motilal Nehru School Of Sports,Match Tied,9/8/2017T8:00:00TPM,9/8/2017T8:00:00TPM,T,0,41,41,Haryana Steelers,28,Patna Pirates,6
5,353,Match 68,League,2017,Motilal Nehru School Of Sports,Match Tied,9/8/2017T9:00:00TPM,9/8/2017T9:00:00TPM,T,0,30,30,Gujarat Giants,31,U.P. Yoddhas,30
5,354,Match 69,League,2017,Motilal Nehru School Of Sports,U Mumba beat Patna Pirates (51-41),9/9/2017T8:00:00TPM,9/9/2017T8:00:00TPM,W,10,41,51,Patna Pirates,6,U Mumba,5
5,355,Match 70,League,2017,Motilal Nehru School Of Sports,Haryana Steelers beat Bengaluru Bulls (38-31),9/9/2017T9:00:00TPM,9/9/2017T9:00:00TPM,W,7,38,31,Haryana Steelers,28,Bengaluru Bulls,1
5,356,Match 71,League,2017,Motilal Nehru School Of Sports,Bengaluru Bulls beat Puneri Paltan (24-20),9/10/2017T8:00:00TPM,9/10/2017T8:00:00TPM,W,4,24,20,Bengaluru Bulls,1,Puneri Paltan,7
5,357,Match 72,League,2017,Motilal Nehru School Of Sports,Telugu Titans beat Haryana Steelers (37-19),9/10/2017T9:00:00TPM,9/10/2017T9:00:00TPM,W,18,19,37,Haryana Steelers,28,Telugu Titans,8
5,358,Match 73,League,2017,Motilal Nehru School Of Sports,Bengal Warriors beat Telugu Titans (32-31),9/12/2017T8:00:00TPM,9/12/2017T8:00:00TPM,W,1,32,31,Bengal Warriors,4,Telugu Titans,8
5,359,Match 74,League,2017,Motilal Nehru School Of Sports,Haryana Steelers beat Dabang Delhi K.C. (27-24),9/12/2017T9:00:00TPM,9/12/2017T9:00:00TPM,W,3,27,24,Haryana Steelers,28,Dabang Delhi,2
5,360,Match 75,League,2017,Motilal Nehru School Of Sports,Tamil Thalaivas beat U.P. Yoddha (34-33),9/13/2017T8:00:00TPM,9/13/2017T8:00:00TPM,W,1,34,33,Tamil Thalaivas,29,U.P. Yoddhas,30
5,361,Match 76,League,2017,Motilal Nehru School Of Sports,Puneri Paltan beat Haryana Steelers (38-22),9/13/2017T9:00:00TPM,9/13/2017T9:00:00TPM,W,16,22,38,Haryana Steelers,28,Puneri Paltan,7
5,362,Match 77,League,2017,Motilal Nehru School Of Sports,Match Tied,9/14/2017T8:00:00TPM,9/14/2017T8:00:00TPM,T,0,27,27,Haryana Steelers,28,Jaipur Pink Panthers,3
5,363,Match 78,League,2017,,Patna Pirates beat Telugu Titans (46-30),9/15/2017T8:00:00TPM,9/15/2017T8:00:00TPM,W,16,46,30,Patna Pirates,6,Telugu Titans,8
5,364,Match 79,League,2017,,Gujarat Fortunegiants beat U Mumba (39-28),9/15/2017T9:00:00TPM,9/15/2017T9:00:00TPM,W,11,28,39,U Mumba,5,Gujarat Giants,31
5,365,Match 80,League,2017,,Match Tied,9/16/2017T8:00:00TPM,9/16/2017T8:00:00TPM,T,0,26,26,Bengaluru Bulls,1,Telugu Titans,8
5,366,Match 81,League,2017,,Patna Pirates beat U.P. Yoddha (45-42),9/16/2017T9:00:00TPM,9/16/2017T9:00:00TPM,W,3,45,42,Patna Pirates,6,U.P. Yoddhas,30
5,367,Match 82,League,2017,,Jaipur Pink Panthers beat Dabang Delhi K.C. (36-25),9/17/2017T8:00:00TPM,9/17/2017T8:00:00TPM,W,11,36,25,Jaipur Pink Panthers,3,Dabang Delhi,2
5,368,Match 83,League,2017,,Match Tied,9/17/2017T9:00:00TPM,9/17/2017T9:00:00TPM,T,0,37,37,Patna Pirates,6,Bengal Warriors,4
5,369,match 84,League,2017,,Puneri Paltan beat Haryana Steelers (37-25),9/19/2017T8:00:00TPM,9/19/2017T8:00:00TPM,W,12,37,25,Puneri Paltan,7,Haryana Steelers,28
5,370,Match 85,League,2017,,Patna Pirates beat Bengaluru Bulls (36-32),9/19/2017T9:00:00TPM,9/19/2017T9:00:00TPM,W,4,36,32,Patna Pirates,6,Bengaluru Bulls,1
5,337,Match 52,League,2017,,Gujarat Fortunegiants beat U Mumba (45-23),9/20/2017T8:00:00TPM,9/20/2017T8:00:00TPM,W,22,23,45,U Mumba,5,Gujarat Giants,31
5,371,Match 86,League,2017,,Patna Pirates beat Tamil Thalaivas (41-39),9/20/2017T9:00:00TPM,9/20/2017T9:00:00TPM,W,2,41,39,Patna Pirates,6,Tamil Thalaivas,29
5,372,Match 87,League,2017,,Haryana Steelers beat Jaipur Pink Panthers (30-26),9/21/2017T8:00:00TPM,9/21/2017T8:00:00TPM,W,4,26,30,Jaipur Pink Panthers,3,Haryana Steelers,28
5,373,Match 88,League,2017,,U.P. Yoddha beat Patna Pirates (46-41),9/21/2017T9:00:00TPM,9/21/2017T9:00:00TPM,W,5,41,46,Patna Pirates,6,U.P. Yoddhas,30
5,374,Match 89,League,2017,Thyagaraj Indoor Stadium,U Mumba beat Dabang Delhi K.C. (30-28),9/22/2017T8:00:00TPM,9/22/2017T8:00:00TPM,W,2,28,30,Dabang Delhi,2,U Mumba,5
5,375,Match 90,League,2017,Thyagaraj Indoor Stadium,Bengal Warriors beat Bengaluru Bulls (33-29),9/23/2017T8:00:00TPM,9/23/2017T8:00:00TPM,W,4,29,33,Bengaluru Bulls,1,Bengal Warriors,4
5,376,Match 91,League,2017,Thyagaraj Indoor Stadium,Puneri Paltan beat Dabang Delhi K.C. (34-29),9/23/2017T9:00:00TPM,9/23/2017T9:00:00TPM,W,5,29,34,Dabang Delhi,2,Puneri Paltan,7
5,377,Match 92,League,2017,Thyagaraj Indoor Stadium,Tamil Thalaivas beat Bengal Warriors (33-32),9/24/2017T8:00:00TPM,9/24/2017T8:00:00TPM,W,1,32,33,Bengal Warriors,4,Tamil Thalaivas,29
5,378,Match 93,League,2017,Thyagaraj Indoor Stadium,Haryana Steelers beat Dabang Delhi K.C. (42-24),9/24/2017T9:00:00TPM,9/24/2017T9:00:00TPM,W,18,24,42,Dabang Delhi,2,Haryana Steelers,28
5,379,Match 94,League,2017,Thyagaraj Indoor Stadium,Tamil Thalaivas beat Gujarat Fortunegiants (35-34),9/26/2017T8:00:00TPM,9/26/2017T8:00:00TPM,W,1,34,35,Gujarat Giants,31,Tamil Thalaivas,29
5,380,Match 95,League,2017,Thyagaraj Indoor Stadium,Patna Pirates beat Dabang Delhi K.C. (36-34),9/26/2017T9:00:00TPM,9/26/2017T9:00:00TPM,W,2,34,36,Dabang Delhi,2,Patna Pirates,6
5,381,Match 96,League,2017,Thyagaraj Indoor Stadium,Telugu Titans beat Jaipur Pink Panthers (41-34),9/27/2017T8:00:00TPM,9/27/2017T8:00:00TPM,W,7,41,34,Telugu Titans,8,Jaipur Pink Panthers,3
5,382,Match 97,League,2017,Thyagaraj Indoor Stadium,U.P. Yoddha beat Dabang Delhi K.C. (45-16),9/27/2017T9:00:00TPM,9/27/2017T9:00:00TPM,W,29,16,45,Dabang Delhi,2,U.P. Yoddhas,30
5,383,Match 98,League,2017,Thyagaraj Indoor Stadium,U Mumba beat Bengaluru Bulls (42-30),9/28/2017T8:00:00TPM,9/28/2017T8:00:00TPM,W,12,30,42,Bengaluru Bulls,1,U Mumba,5
5,384,Match 99,League,2017,Thyagaraj Indoor Stadium,Telugu Titans beat Dabang Delhi K.C. (44-22),9/28/2017T9:00:00TPM,9/28/2017T9:00:00TPM,W,22,22,44,Dabang Delhi,2,Telugu Titans,8
5,385,Match 100,League,2017,Jawaharlal Nehru Indoor Stadium,Puneri Paltan beat Tamil Thalaivas (33-20),9/29/2017T8:00:00TPM,9/29/2017T8:00:00TPM,W,13,20,33,Tamil Thalaivas,29,Puneri Paltan,7
5,386,Match 101,League,2017,Jawaharlal Nehru Indoor Stadium,Gujarat Fortunegiants beat Patna Pirates (30-29),9/29/2017T9:00:00TPM,9/29/2017T9:00:00TPM,W,1,30,29,Gujarat Giants,31,Patna Pirates,6
5,387,Match 102,League,2017,Jawaharlal Nehru Indoor Stadium,Puneri Paltan beat U.P. Yoddha (34-33),9/30/2017T8:00:00TPM,9/30/2017T8:00:00TPM,W,1,34,33,Puneri Paltan,7,U.P. Yoddhas,30
5,388,Match 103,League,2017,Jawaharlal Nehru Indoor Stadium,Jaipur Pink Panthers beat Tamil Thalaivas (27-26),9/30/2017T9:00:00TPM,9/30/2017T9:00:00TPM,W,1,26,27,Tamil Thalaivas,29,Jaipur Pink Panthers,3
5,389,Match 104,League,2017,Jawaharlal Nehru Indoor Stadium,Bengal Warriors beat Jaipur Pink Panthers (32-31),10/1/2017T8:00:00TPM,10/1/2017T8:00:00TPM,W,1,31,32,Jaipur Pink Panthers,3,Bengal Warriors,4
5,390,Match 105,League,2017,Jawaharlal Nehru Indoor Stadium,U Mumba beat Tamil Thalaivas (33-30),10/1/2017T9:00:00TPM,10/1/2017T9:00:00TPM,W,3,30,33,Tamil Thalaivas,29,U Mumba,5
5,391,Match 106,League,2017,Jawaharlal Nehru Indoor Stadium,Gujarat Fortunegiants beat Dabang Delhi K.C. (42-22),10/3/2017T8:00:00TPM,10/3/2017T8:00:00TPM,W,20,22,42,Dabang Delhi,2,Gujarat Giants,31
5,392,Match 107,League,2017,Jawaharlal Nehru Indoor Stadium,Telugu Titans beat Tamil Thalaivas (58-37),10/3/2017T9:00:00TPM,10/3/2017T9:00:00TPM,W,21,37,58,Tamil Thalaivas,29,Telugu Titans,8
5,393,Match 108,League,2017,Jawaharlal Nehru Indoor Stadium,Haryana Steelers beat U Mumba (41-30),10/4/2017T8:00:00TPM,10/4/2017T8:00:00TPM,W,11,30,41,U Mumba,5,Haryana Steelers,28
5,394,Match 109,League,2017,Jawaharlal Nehru Indoor Stadium,U.P. Yoddha beat Tamil Thalaivas (37-33),10/4/2017T9:00:00TPM,10/4/2017T9:00:00TPM,W,4,33,37,Tamil Thalaivas,29,U.P. Yoddhas,30
5,395,Match 110,League,2017,Jawaharlal Nehru Indoor Stadium,Bengaluru Bulls beat Tamil Thalaivas (45-35),10/5/2017T8:00:00TPM,10/5/2017T8:00:00TPM,W,10,35,45,Tamil Thalaivas,29,Bengaluru Bulls,1
5,396,Match 111,League,2017,Sawai Mansingh Stadium,Gujarat Fortunegiants beat Jaipur Pink Panthers (29-23),10/6/2017T8:00:00TPM,10/6/2017T8:00:00TPM,W,6,23,29,Jaipur Pink Panthers,3,Gujarat Giants,31
5,397,Match 112,League,2017,Sawai Mansingh Stadium,Bengal Warriors beat Puneri Paltan (25-19),10/6/2017T9:00:00TPM,10/6/2017T9:00:00TPM,W,6,19,25,Puneri Paltan,7,Bengal Warriors,4
5,398,Match 113,League,2017,Sawai Mansingh Stadium,Haryana Steelers beat Telugu Titans (32-30),10/7/2017T8:00:00TPM,10/7/2017T8:00:00TPM,W,2,32,30,Haryana Steelers,28,Telugu Titans,8
5,399,Match 114,League,2017,Sawai Mansingh Stadium,Jaipur Pink Panthers beat U Mumba (36-32),10/7/2017T9:00:00TPM,10/7/2017T9:00:00TPM,W,4,36,32,Jaipur Pink Panthers,3,U Mumba,5
5,400,Match 115,League,2017,Sawai Mansingh Stadium,Gujarat Fortunegiants beat Patna Pirates (33-29),10/8/2017T8:00:00TPM,10/8/2017T8:00:00TPM,W,4,33,29,Gujarat Giants,31,Patna Pirates,6
5,401,Match 116,League,2017,Sawai Mansingh Stadium,Puneri Paltan beat Jaipur Pink Panthers (38-30),10/8/2017T9:00:00TPM,10/8/2017T9:00:00TPM,W,8,30,38,Jaipur Pink Panthers,3,Puneri Paltan,7
5,402,Match 117,League,2017,Sawai Mansingh Stadium,Tamil Thalaivas beat U Mumba (38-35),10/10/2017T8:00:00TPM,10/10/2017T8:00:00TPM,W,3,35,38,U Mumba,5,Tamil Thalaivas,29
5,403,Match 118,League,2017,Sawai Mansingh Stadium,Dabang Delhi K.C. beat Jaipur Pink Panthers (35-34),10/10/2017T9:00:00TPM,10/10/2017T9:00:00TPM,W,1,34,35,Jaipur Pink Panthers,3,Dabang Delhi,2
5,404,Match 119,League,2017,Sawai Mansingh Stadium,Bengaluru Bulls beat Dabang Delhi K.C. (35-32),10/11/2017T8:00:00TPM,10/11/2017T8:00:00TPM,W,3,32,35,Dabang Delhi,2,Bengaluru Bulls,1
5,405,Match 120,League,2017,Sawai Mansingh Stadium,Haryana Steelers beat Jaipur Pink Panthers (37-27),10/11/2017T9:00:00TPM,10/11/2017T9:00:00TPM,W,10,27,37,Jaipur Pink Panthers,3,Haryana Steelers,28
5,406,Match 121,League,2017,Sawai Mansingh Stadium,U.P. Yoddha beat Jaipur Pink Panthers (53-32),10/12/2017T8:00:00TPM,10/12/2017T8:00:00TPM,W,21,32,53,Jaipur Pink Panthers,3,U.P. Yoddhas,30
5,407,Match 122,League,2017,"Shree Shivchhatrapati Sports Complex,Balewadi",Gujarat Fortunegiants beat Puneri Paltan (44-20),10/13/2017T8:00:00TPM,10/13/2017T8:00:00TPM,W,24,20,44,Puneri Paltan,7,Gujarat Giants,31
5,408,Match 123,League,2017,"Shree Shivchhatrapati Sports Complex,Balewadi",Bengal Warriors beat Tamil Thalaivas (34-30),10/13/2017T9:00:00TPM,10/13/2017T9:00:00TPM,W,4,34,30,Bengal Warriors,4,Tamil Thalaivas,29
5,409,Match 124,League,2017,"Shree Shivchhatrapati Sports Complex,Balewadi",Tamil Thalaivas beat Patna Pirates (40-37),10/14/2017T8:00:00TPM,10/14/2017T8:00:00TPM,W,3,40,37,Tamil Thalaivas,29,Patna Pirates,6
5,410,Match 125,League,2017,"Shree Shivchhatrapati Sports Complex,Balewadi",Puneri Paltan beat U Mumba (43-24),10/14/2017T9:00:00TPM,10/14/2017T9:00:00TPM,W,19,43,24,Puneri Paltan,7,U Mumba,5
5,411,Match 126,League,2017,"Shree Shivchhatrapati Sports Complex,Balewadi",Bengaluru Bulls beat U.P. Yoddha (38-32),10/15/2017T8:00:00TPM,10/15/2017T8:00:00TPM,W,6,38,32,Bengaluru Bulls,1,U.P. Yoddhas,30
5,412,Match 127,League,2017,"Shree Shivchhatrapati Sports Complex,Balewadi",Puneri Paltan beat Dabang Delhi K.C. (34-31),10/15/2017T9:00:00TPM,10/15/2017T9:00:00TPM,W,3,34,31,Puneri Paltan,7,Dabang Delhi,2
5,336,Match 51,League,2017,"Shree Shivchhatrapati Sports Complex,Balewadi",Bengaluru Bulls beat U.P. Yoddha (64-24),10/17/2017T8:00:00TPM,10/17/2017T8:00:00TPM,W,40,64,24,Bengaluru Bulls,1,U.P. Yoddhas,30
5,413,Match 128,League,2017,"Shree Shivchhatrapati Sports Complex,Balewadi",Haryana Steelers beat Puneri Paltan (31-27),10/17/2017T9:00:00TPM,10/17/2017T9:00:00TPM,W,4,27,31,Puneri Paltan,7,Haryana Steelers,28
5,414,Match 129,League,2017,"Shree Shivchhatrapati Sports Complex,Balewadi",Match Tied,10/18/2017T8:00:00TPM,10/18/2017T8:00:00TPM,T,0,29,29,Patna Pirates,6,Bengaluru Bulls,1
5,415,Match 130,League,2017,"Shree Shivchhatrapati Sports Complex,Balewadi",Puneri Paltan beat Jaipur Pink Panthers (38-15),10/18/2017T9:00:00TPM,10/18/2017T9:00:00TPM,W,23,38,15,Puneri Paltan,7,Jaipur Pink Panthers,3
5,416,Match 131,League,2017,"Shree Shivchhatrapati Sports Complex,Balewadi",Match Tied,10/20/2017T8:00:00TPM,10/20/2017T8:00:00TPM,T,0,37,37,Telugu Titans,8,Bengal Warriors,4
5,417,Match 132,League,2017,"Shree Shivchhatrapati Sports Complex,Balewadi",Gujarat Fortunegiants beat Puneri Paltan (23-22),10/20/2017T9:00:00TPM,10/20/2017T9:00:00TPM,W,1,22,23,Puneri Paltan,7,Gujarat Giants,31
5,418,Eliminator 1,Playoffs,2017,"Dome, Nsci Svp Stadiumâ€™",Puneri Paltan beat U.P. Yoddha (40-38),10/23/2017T8:00:00TPM,10/23/2017T8:00:00TPM,W,2,40,38,Puneri Paltan,7,U.P. Yoddhas,30
5,419,Eliminator 2,Playoffs,2017,"Dome, Nsci Svp Stadiumâ€™",Patna Pirates beat Haryana Steelers (69-30),10/23/2017T9:00:00TPM,10/23/2017T9:00:00TPM,W,39,69,30,Patna Pirates,6,Haryana Steelers,28
5,420,Qualifier 1,Playoffs,2017,"Dome, Nsci Svp Stadiumâ€™",Gujarat Fortunegiants beat Bengal Warriors (42-17),10/24/2017T8:00:00TPM,10/24/2017T8:00:00TPM,W,25,42,17,Gujarat Giants,31,Bengal Warriors,4
5,421,Eliminator 3,Playoffs,2017,"Dome, Nsci Svp Stadiumâ€™",Patna Pirates beat Puneri Paltan (42-32),10/24/2017T9:00:00TPM,10/24/2017T9:00:00TPM,W,10,32,42,Puneri Paltan,7,Patna Pirates,6
5,422,Qualifier 2,Playoffs,2017,Jawaharlal Nehru Indoor Stadium,Patna Pirates beat Bengal Warriors (47-44),10/26/2017T8:00:00TPM,10/26/2017T8:00:00TPM,W,3,44,47,Bengal Warriors,4,Patna Pirates,6
5,423,Final,Final,2017,Jawaharlal Nehru Indoor Stadium,Patna Pirates beat Gujarat Fortunegiants (55-38),10/28/2017T8:00:00TPM,10/28/2017T8:00:00TPM,W,17,38,55,Gujarat Giants,31,Patna Pirates,6
6,625,Match 1,League,2018,"Jawaharlal Nehru Indoor Stadium, Chennai",Tamil Thalaivas Won by 16 Pts,2018-10-07T20:00+05:30,2018-10-07T20:00+05:30,W,16,42,26,Tamil Thalaivas,29,Patna Pirates,6
6,626,Match 2,League,2018,"Jawaharlal Nehru Indoor Stadium, Chennai",,2018-10-07T21:00+05:30,2018-10-07T21:00+05:30,Tied,,32,32,Puneri Paltan,7,U Mumba,5
6,627,Match 3,League,2018,"Jawaharlal Nehru Indoor Stadium, Chennai",Puneri Paltan Won by 12 Pts,2018-10-08T20:00+05:30,2018-10-08T20:00+05:30,W,12,34,22,Puneri Paltan,7,Haryana Steelers,28
6,628,Match 4,League,2018,"Jawaharlal Nehru Indoor Stadium, Chennai",U.P. Yoddha Won by 5 Pts,2018-10-08T21:00+05:30,2018-10-08T21:00+05:30,W,5,32,37,Tamil Thalaivas,29,U.P. Yoddha,30
6,629,Match 5,League,2018,"Jawaharlal Nehru Indoor Stadium, Chennai",,2018-10-09T20:00+05:30,2018-10-09T20:00+05:30,Tied,,32,32,Dabang Delhi K.C.,2,Gujarat Giants,31
6,630,Match 6,League,2018,"Jawaharlal Nehru Indoor Stadium, Chennai",Telugu Titans Won by 5 Pts,2018-10-09T21:00+05:30,2018-10-09T21:00+05:30,W,5,28,33,Tamil Thalaivas,29,Telugu Titans,8
6,631,Match 7,League,2018,"Jawaharlal Nehru Indoor Stadium, Chennai",U Mumba Won by 7 Pts,2018-10-10T20:00+05:30,2018-10-10T20:00+05:30,W,7,39,32,U Mumba,5,Jaipur Pink Panthers,3
6,632,Match 8,League,2018,"Jawaharlal Nehru Indoor Stadium, Chennai",Bengaluru Bulls Won by 11 Pts,2018-10-10T21:00+05:30,2018-10-10T21:00+05:30,W,11,37,48,Tamil Thalaivas,29,Bengaluru Bulls,1
6,677,Match 9,League,2018,"Jawaharlal Nehru Indoor Stadium, Chennai",Patna Pirates Won by 2 Pts,2018-10-11T20:00+05:30,2018-10-11T20:00+05:30,W,2,41,43,U.P. Yoddha,30,Patna Pirates,6
6,634,Match 10,League,2018,"Jawaharlal Nehru Indoor Stadium, Chennai",Bengal Warriors Won by 9 Pts,2018-10-11T21:00+05:30,2018-10-11T21:00+05:30,W,9,27,36,Tamil Thalaivas,29,Bengal Warriors,4
6,636,Match 11,League,2018,"Motilal Nehru School Of Sports, Sonepat",Haryana Steelers Won by 7 Pts,2018-10-12T20:00+05:30,2018-10-12T20:00+05:30,W,7,32,25,Haryana Steelers,28,Gujarat Giants,31
6,638,Match 12,League,2018,"Motilal Nehru School Of Sports, Sonepat",Dabang Delhi K.C. Won by 4 Pts,2018-10-12T21:00+05:30,2018-10-12T21:00+05:30,W,4,37,41,Puneri Paltan,7,Dabang Delhi K.C.,2
6,640,Match 13,League,2018,"Motilal Nehru School Of Sports, Sonepat",Telugu Titans Won by 5 Pts,2018-10-13T20:00+05:30,2018-10-13T20:00+05:30,W,5,34,29,Telugu Titans,8,U.P. Yoddha,30
6,639,Match 14,League,2018,"Motilal Nehru School Of Sports, Sonepat",U Mumba Won by 27 Pts,2018-10-13T21:00+05:30,2018-10-13T21:00+05:30,W,27,26,53,Haryana Steelers,28,U Mumba,5
6,637,Match 15,League,2018,"Motilal Nehru School Of Sports, Sonepat",Patna Pirates Won by 6 Pts,2018-10-14T20:00+05:30,2018-10-14T20:00+05:30,W,6,43,37,Patna Pirates,6,U.P. Yoddha,30
6,641,Match 16,League,2018,"Motilal Nehru School Of Sports, Sonepat",Puneri Paltan Won by 17 Pts,2018-10-14T21:00+05:30,2018-10-14T21:00+05:30,W,17,28,45,Haryana Steelers,28,Puneri Paltan,7
6,642,Match 17,League,2018,"Motilal Nehru School Of Sports, Sonepat",Bengal Warriors Won by 5 Pts,2018-10-16T20:00+05:30,2018-10-16T20:00+05:30,W,5,30,25,Bengal Warriors,4,Telugu Titans,8
